"GEO_ID","NAME","B05003H_001E","B05003H_001M","B05003H_002E","B05003H_002M","B05003H_003E","B05003H_003M","B05003H_004E","B05003H_004M","B05003H_005E","B05003H_005M","B05003H_006E","B05003H_006M","B05003H_007E","B05003H_007M","B05003H_008E","B05003H_008M","B05003H_009E","B05003H_009M","B05003H_010E","B05003H_010M","B05003H_011E","B05003H_011M","B05003H_012E","B05003H_012M","B05003H_013E","B05003H_013M","B05003H_014E","B05003H_014M","B05003H_015E","B05003H_015M","B05003H_016E","B05003H_016M","B05003H_017E","B05003H_017M","B05003H_018E","B05003H_018M","B05003H_019E","B05003H_019M","B05003H_020E","B05003H_020M","B05003H_021E","B05003H_021M","B05003H_022E","B05003H_022M","B05003H_023E","B05003H_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US3501","Congressional District 1 (114th Congress), New Mexico","284932","1137","139787","721","20775","456","20386","535","389","209","112","89","277","188","119012","530","114920","718","4092","479","2497","363","1595","326","145145","839","19956","377","19522","451","434","196","115","80","319","175","125189","624","119878","780","5311","538","3373","448","1938","366",
"5001400US3502","Congressional District 2 (114th Congress), New Mexico","271083","796","136036","456","22706","302","22315","389","391","196","56","61","335","185","113330","327","110789","446","2541","355","1118","229","1423","267","135047","588","21387","344","21180","354","207","89","24","29","183","82","113660","390","110277","600","3383","451","1787","310","1596","302",
"5001400US3503","Congressional District 3 (114th Congress), New Mexico","268276","1167","131684","791","23795","429","23569","450","226","113","133","78","93","63","107889","573","104865","689","3024","306","1718","258","1306","205","136592","744","22514","438","22393","442","121","66","60","46","61","47","114078","559","110249","681","3829","407","2569","310","1260","242",
"5001400US3601","Congressional District 1 (114th Congress), New York","556433","3296","273444","2248","57556","1179","57120","1161","436","164","162","76","274","136","215888","1981","203662","2062","12226","803","8068","659","4158","472","282989","1824","53837","996","53532","985","305","152","157","97","148","105","229152","1529","214953","1640","14199","993","9726","758","4473","474",
"5001400US3602","Congressional District 2 (114th Congress), New York","464702","3645","224078","2182","46523","1212","46163","1215","360","142","217","80","143","112","177555","1932","166614","1876","10941","744","7503","612","3438","389","240624","2153","46522","1123","46074","1125","448","172","277","138","171","113","194102","1843","181629","1846","12473","812","8714","708","3759","497",
"5001400US3603","Congressional District 3 (114th Congress), New York","515423","3649","249756","2510","54724","1162","54149","1163","575","173","281","105","294","136","195032","2040","172544","1921","22488","1044","18268","877","4220","523","265667","2217","49949","1164","49550","1176","399","145","144","58","255","131","215718","1874","190333","1939","25385","1050","20319","816","5066","572",
"5001400US3604","Congressional District 4 (114th Congress), New York","425141","2496","206257","1829","42939","941","42697","932","242","103","179","98","63","52","163318","1479","148360","1445","14958","968","11605","716","3353","493","218884","1592","40127","945","39920","966","207","105","147","94","60","47","178757","1502","162375","1736","16382","954","12974","754","3408","481",
"5001400US3605","Congressional District 5 (114th Congress), New York","85375","2436","41480","1239","7987","653","7838","658","149","106","73","78","76","73","33493","984","27500","890","5993","515","4488","416","1505","250","43895","1599","7509","666","7400","618","109","153","109","153","0","27","36386","1350","29504","1243","6882","546","5127","459","1755","308",
"5001400US3606","Congressional District 6 (114th Congress), New York","266255","3408","128242","1960","22394","867","21241","907","1153","282","537","200","616","205","105848","1548","67857","1429","37991","1275","28947","1029","9044","712","138013","1985","21322","953","20177","976","1145","287","517","187","628","230","116691","1545","73545","1406","43146","1348","33194","1095","9952","839",
"5001400US3607","Congressional District 7 (114th Congress), New York","209099","3420","107401","2105","24950","1073","24062","1073","888","227","304","145","584","179","82451","1639","66130","1538","16321","917","7916","551","8405","648","101698","1853","22099","999","21441","966","658","235","151","76","507","212","79599","1449","62539","1557","17060","959","8472","629","8588","793",
"5001400US3608","Congressional District 8 (114th Congress), New York","167076","3019","78908","1927","12510","765","11791","726","719","232","370","220","349","155","66398","1493","42671","1397","23727","980","18357","905","5370","458","88168","1833","11467","664","10928","660","539","160","70","58","469","161","76701","1671","46758","1436","29943","1060","23325","967","6618","557",
"5001400US3609","Congressional District 9 (114th Congress), New York","224098","3205","109385","1988","23997","1114","22507","1046","1490","327","487","167","1003","271","85388","1457","58062","1408","27326","949","18449","820","8877","721","114713","1937","22944","942","21329","972","1615","335","292","88","1323","302","91769","1529","61847","1622","29922","874","21771","834","8151","648",
"5001400US3610","Congressional District 10 (114th Congress), New York","469694","4980","231665","2905","47207","1629","45056","1646","2151","427","535","209","1616","351","184458","2360","138245","2411","46213","1586","24307","1035","21906","1176","238029","3474","43420","1653","41328","1555","2092","439","339","130","1753","425","194609","2745","145003","2230","49606","1709","28178","1059","21428","1248",
"5001400US3611","Congressional District 11 (114th Congress), New York","456449","2605","219451","1606","43820","757","42438","762","1382","277","586","194","796","180","175631","1202","128915","1419","46716","1320","34328","1200","12388","847","236998","1418","42618","780","40760","830","1858","324","710","207","1148","282","194380","1010","143019","1328","51361","1127","37963","1058","13398","899",
"5001400US3612","Congressional District 12 (114th Congress), New York","476182","4560","222528","2714","22493","1062","21606","1053","887","215","195","104","692","197","200035","2393","162112","2506","37923","1376","17097","923","20826","1146","253654","3349","23034","814","21609","879","1425","477","247","213","1178","446","230620","3180","186805","3084","43815","1747","21618","1228","22197","1343",
"5001400US3613","Congressional District 13 (114th Congress), New York","98045","2739","51302","1847","5941","728","5466","665","475","255","178","162","297","170","45361","1727","34723","1594","10638","983","4919","655","5719","689","46743","1851","5265","646","4869","582","396","161","135","101","261","123","41478","1564","31514","1398","9964","855","4832","535","5132","654",
"5001400US3614","Congressional District 14 (114th Congress), New York","174130","2985","86132","1741","12084","722","11331","704","753","206","256","110","497","183","74048","1500","50768","1162","23280","1076","14457","908","8823","728","87998","1885","11058","672","10387","641","671","207","255","102","416","167","76940","1574","53229","1401","23711","1075","15438","774","8273","736",
"5001400US3615","Congressional District 15 (114th Congress), New York","17002","1349","8442","741","1171","270","1060","252","111","79","48","38","63","70","7271","648","5543","553","1728","380","1068","267","660","190","8560","911","1864","389","1757","386","107","72","36","34","71","59","6696","767","5341","709","1355","230","752","184","603","158",
"5001400US3616","Congressional District 16 (114th Congress), New York","282914","2629","136725","1566","28805","1015","27250","953","1555","404","340","156","1215","375","107920","1293","88039","1213","19881","781","12344","619","7537","569","146189","1696","26492","926","25381","911","1111","249","249","102","862","242","119697","1164","97007","1297","22690","1000","14440","838","8250","666",
"5001400US3617","Congressional District 17 (114th Congress), New York","447843","2137","216586","1291","54592","892","53572","820","1020","309","321","133","699","247","161994","981","143168","1206","18826","774","13206","621","5620","477","231257","1443","51070","694","50411","678","659","163","269","99","390","134","180187","1071","158326","1487","21861","891","15658","729","6203","512",
"5001400US3618","Congressional District 18 (114th Congress), New York","506901","1388","250456","974","57359","598","56900","591","459","180","245","121","214","98","193097","845","181048","1067","12049","707","8246","591","3803","353","256445","1144","53952","657","53494","632","458","139","213","87","245","113","202493","874","188567","1116","13926","904","10004","657","3922","537",
"5001400US3619","Congressional District 19 (114th Congress), New York","611001","1222","302330","1034","56937","621","56683","608","254","100","126","62","128","81","245393","826","236427","963","8966","563","6119","464","2847","360","308671","938","54567","602","54336","621","231","120","138","70","93","94","254104","858","243847","1071","10257","559","7350","457","2907","329",
"5001400US3620","Congressional District 20 (114th Congress), New York","567642","1316","274710","894","51047","670","50600","709","447","144","99","47","348","153","223663","795","215561","979","8102","705","5457","529","2645","437","292932","1075","49122","579","48685","609","437","139","214","92","223","118","243810","978","234194","1230","9616","726","6588","565","3028","422",
"5001400US3621","Congressional District 21 (114th Congress), New York","652860","1087","326764","653","70115","479","69785","473","330","123","136","76","194","100","256649","562","250878","707","5771","513","3526","421","2245","323","326096","797","65952","386","65665","411","287","99","133","74","154","65","260144","723","252786","862","7358","540","4369","372","2989","354",
"5001400US3622","Congressional District 22 (114th Congress), New York","631404","683","309660","468","63521","334","62965","352","556","136","340","122","216","111","246139","444","239236","763","6903","545","4580","431","2323","318","321744","596","60932","447","60453","451","479","134","201","73","278","103","260812","448","252634","676","8178","472","5877","405","2301","274",
"5001400US3623","Congressional District 23 (114th Congress), New York","638637","592","313746","578","65351","333","65047","359","304","106","157","75","147","61","248395","504","244132","625","4263","410","2401","295","1862","257","324891","467","62248","337","61980","333","268","114","68","46","200","96","262643","353","257477","599","5166","464","2813","336","2353","288",
"5001400US3624","Congressional District 24 (114th Congress), New York","594473","412","290025","394","60179","284","59725","308","454","147","206","91","248","127","229846","342","223382","589","6464","487","4165","360","2299","293","304448","417","57015","331","56590","366","425","148","199","94","226","119","247433","313","238890","684","8543","626","5690","461","2853","371",
"5001400US3625","Congressional District 25 (114th Congress), New York","513276","973","248681","501","46468","315","45969","369","499","182","200","102","299","139","202213","429","191761","812","10452","690","7107","540","3345","424","264595","792","44094","559","43347","608","747","267","344","167","403","165","220501","376","208439","908","12062","769","8802","668","3260","377",
"5001400US3626","Congressional District 26 (114th Congress), New York","506651","1453","243721","1421","43634","894","42845","899","789","239","354","151","435","191","200087","1247","191265","1482","8822","736","5580","549","3242","405","262930","1277","41571","933","40982","920","589","183","271","118","318","155","221359","1079","211045","1272","10314","738","6577","511","3737","486",
"5001400US3627","Congressional District 27 (114th Congress), New York","661677","1523","325741","1528","69613","1006","69379","1008","234","90","168","85","66","46","256128","1261","249649","1319","6479","580","4443","464","2036","357","335936","1387","66036","1061","65828","1065","208","83","114","62","94","61","269900","1159","263089","1263","6811","538","4341","381","2470","338",
"5001400US3701","Congressional District 1 (114th Congress), North Carolina","257232","3500","124080","2139","21592","922","21522","924","70","69","36","56","34","38","102488","1715","100417","1735","2071","362","745","229","1326","267","133152","1992","19913","778","19880","777","33","37","0","29","33","37","113239","1542","111256","1603","1983","322","826","197","1157","257",
"5001400US3702","Congressional District 2 (114th Congress), North Carolina","500437","3087","245531","1787","56972","1040","56604","1035","368","139","214","123","154","80","188559","1328","184341","1302","4218","440","2433","328","1785","290","254906","1953","54733","917","54449","914","284","103","91","52","193","89","200173","1462","194533","1498","5640","539","3116","385","2524","384",
"5001400US3703","Congressional District 3 (114th Congress), North Carolina","528581","2117","268211","1411","51368","703","51281","707","87","45","61","40","26","26","216843","1173","213825","1124","3018","508","1695","316","1323","389","260370","1315","48382","610","48248","614","134","95","42","59","92","76","211988","1137","208014","1235","3974","479","2080","298","1894","360",
"5001400US3704","Congressional District 4 (114th Congress), North Carolina","367926","3538","179756","2108","30597","1075","30120","1103","477","169","150","112","327","133","149159","1596","141861","1590","7298","575","3818","434","3480","472","188170","2268","28551","1094","27934","1057","617","307","206","101","411","275","159619","1616","151091","1644","8528","671","4401","473","4127","457",
"5001400US3705","Congressional District 5 (114th Congress), North Carolina","561914","2238","272715","1343","54358","691","54127","693","231","90","137","76","94","49","218357","1035","215213","1149","3144","439","1787","279","1357","265","289199","1456","50712","772","50488","748","224","100","143","78","81","63","238487","1132","234951","1183","3536","457","1966","327","1570","302",
"5001400US3706","Congressional District 6 (114th Congress), North Carolina","555169","2432","267700","1495","54196","780","53991","801","205","115","57","38","148","105","213504","1101","209692","1242","3812","462","2027","361","1785","264","287469","1480","51802","735","51475","743","327","114","160","92","167","72","235667","1132","231496","1153","4171","554","2389","360","1782","338",
"5001400US3707","Congressional District 7 (114th Congress), North Carolina","520641","2169","252137","1256","52053","657","51867","667","186","105","66","50","120","82","200084","1039","197099","1149","2985","470","1807","292","1178","320","268504","1443","50273","555","50176","551","97","59","46","37","51","50","218231","1191","214176","1254","4055","545","2393","361","1662","372",
"5001400US3708","Congressional District 8 (114th Congress), North Carolina","460934","2756","225760","1720","48056","926","47851","907","205","132","79","56","126","112","177704","1275","175830","1266","1874","278","1175","215","699","195","235174","1719","46395","941","46302","946","93","77","23","25","70","74","188779","1361","186714","1324","2065","302","1276","253","789","205",
"5001400US3709","Congressional District 9 (114th Congress), North Carolina","563271","3016","275111","1846","68133","766","67074","797","1059","257","396","156","663","223","206978","1591","197531","1680","9447","746","5187","487","4260","517","288160","1863","64506","735","63591","769","915","268","417","163","498","205","223654","1489","213245","1583","10409","822","5968","525","4441","646",
"5001400US3710","Congressional District 10 (114th Congress), North Carolina","583855","2364","283176","1465","58900","659","58545","645","355","218","140","111","215","173","224276","1062","221044","1118","3232","419","1736","314","1496","287","300679","1306","55178","650","54876","649","302","110","132","83","170","87","245501","937","241813","991","3688","431","2281","307","1407","287",
"5001400US3711","Congressional District 11 (114th Congress), North Carolina","642284","2127","311367","1400","59008","725","58813","742","195","121","77","57","118","90","252359","1036","249222","1068","3137","445","1768","334","1369","330","330917","1175","56212","613","56110","625","102","91","33","31","69","82","274705","882","269925","1032","4780","593","2985","420","1795","369",
"5001400US3712","Congressional District 12 (114th Congress), North Carolina","218423","3451","107376","2195","17399","956","17193","944","206","96","75","48","131","91","89977","1929","86647","1917","3330","589","1563","309","1767","387","111047","2166","16577","910","16468","917","109","63","48","38","61","49","94470","1792","91398","1715","3072","443","1346","267","1726","305",
"5001400US3713","Congressional District 13 (114th Congress), North Carolina","533861","3384","260909","1915","62537","900","62013","913","524","152","220","95","304","122","198372","1739","192848","1716","5524","460","3109","395","2415","303","272952","2107","59553","1139","58930","1170","623","197","229","123","394","176","213399","1473","207654","1503","5745","556","3598","471","2147","324",
"5001400US3800","Congressional District (at Large) (114th Congress), North Dakota","618458","147","314068","101","65023","54","64801","145","222","129","40","33","182","126","249045","80","246356","377","2689","364","1274","264","1415","263","304390","114","61924","90","61709","132","215","97","42","23","173","91","242466","65","238672","489","3794","475","1994","349","1800","278",
"5001400US3901","Congressional District 1 (114th Congress), Ohio","509711","2002","251023","1454","57176","790","56904","795","272","131","152","98","120","79","193847","1086","189674","1137","4173","441","2235","299","1938","339","258688","1247","54408","735","54100","715","308","114","112","61","196","98","204280","1126","199976","1212","4304","471","2712","337","1592","309",
"5001400US3902","Congressional District 2 (114th Congress), Ohio","625032","2154","305231","1594","71531","927","71215","936","316","124","140","72","176","102","233700","1205","230615","1242","3085","397","1908","303","1177","252","319801","1416","68325","937","68017","976","308","239","71","53","237","231","251476","1281","247794","1340","3682","399","2142","274","1540","329",
"5001400US3903","Congressional District 3 (114th Congress), Ohio","398960","3031","195872","2231","38524","1188","38133","1194","391","132","92","49","299","118","157348","1896","152496","1939","4852","623","2679","423","2173","364","203088","1634","35304","842","34964","857","340","144","96","59","244","128","167784","1410","162714","1389","5070","614","2982","426","2088","388",
"5001400US3904","Congressional District 4 (114th Congress), Ohio","635335","1283","313937","1018","72029","579","71910","596","119","67","91","60","28","31","241908","875","240302","927","1606","264","1071","209","535","133","321398","920","68213","579","68116","576","97","54","60","43","37","31","253185","778","251087","817","2098","302","1506","243","592","170",
"5001400US3905","Congressional District 5 (114th Congress), Ohio","649975","1795","317293","1205","72250","661","72111","673","139","78","37","34","102","76","245043","929","241185","955","3858","427","2332","326","1526","356","332682","1093","69970","590","69731","595","239","104","130","76","109","73","262712","969","259700","960","3012","352","2030","294","982","234",
"5001400US3906","Congressional District 6 (114th Congress), Ohio","677610","1271","333230","949","73714","705","73588","707","126","69","77","48","49","50","259516","785","258380","805","1136","180","708","169","428","128","344380","997","68761","670","68719","674","42","38","29","32","13","17","275619","797","273858","793","1761","264","1134","224","627","150",
"5001400US3907","Congressional District 7 (114th Congress), Ohio","659785","2086","322838","1658","76765","928","76525","939","240","141","118","100","122","103","246073","1350","243253","1332","2820","377","1976","311","844","180","336947","1280","73293","893","73100","901","193","104","149","93","44","37","263654","1176","260124","1226","3530","373","2460","319","1070","214",
"5001400US3908","Congressional District 8 (114th Congress), Ohio","629912","495","308605","347","73247","255","73090","264","157","80","146","80","11","15","235358","240","232809","459","2549","381","1517","266","1032","249","321307","342","68789","207","68598","237","191","98","140","86","51","52","252518","235","249810","442","2708","385","1712","277","996","231",
"5001400US3909","Congressional District 9 (114th Congress), Ohio","503332","3113","244192","2231","47338","1014","46892","997","446","149","166","87","280","114","196854","1862","189983","1838","6871","646","4542","418","2329","429","259140","1881","44038","1032","43523","1055","515","166","192","94","323","136","215102","1667","207261","1724","7841","622","5419","398","2422","401",
"5001400US3910","Congressional District 10 (114th Congress), Ohio","546853","464","266238","314","56333","232","55858","304","475","166","84","50","391","162","209905","188","206551","491","3354","448","1783","361","1571","267","280615","232","53355","144","53195","173","160","79","12","12","148","77","227260","174","222567","561","4693","541","2561","309","2132","390",
"5001400US3911","Congressional District 11 (114th Congress), Ohio","270090","2552","131338","1551","21410","788","21120","790","290","106","93","68","197","85","109928","1461","102304","1459","7624","681","4992","470","2632","395","138752","1595","21291","744","21035","750","256","129","51","40","205","118","117461","1242","108996","1354","8465","828","5808","574","2657","454",
"5001400US3912","Congressional District 12 (114th Congress), Ohio","643823","2724","315302","2091","74839","1100","74459","1106","380","147","105","60","275","138","240463","1688","235847","1794","4616","480","3053","370","1563","267","328521","1724","71945","945","71550","950","395","142","178","102","217","103","256576","1378","251823","1483","4753","471","2799","350","1954","290",
"5001400US3913","Congressional District 13 (114th Congress), Ohio","586285","2165","284454","1468","55467","918","55212","915","255","103","193","93","62","46","228987","1208","224038","1302","4949","528","3123","346","1826","350","301831","1569","52273","867","51957","853","316","112","142","76","174","83","249558","1066","244839","1152","4719","391","3069","299","1650","265",
"5001400US3914","Congressional District 14 (114th Congress), Ohio","646840","1795","315862","1363","70948","804","70389","854","559","180","291","111","268","135","244914","1157","235994","1214","8920","639","6594","504","2326","316","330978","1314","68071","805","67455","808","616","168","395","144","221","102","262907","1007","252172","1082","10735","653","7999","541","2736","363",
"5001400US3915","Congressional District 15 (114th Congress), Ohio","661160","2505","328820","1871","74048","869","73567","883","481","184","137","92","344","178","254772","1596","251452","1611","3320","376","1911","302","1409","263","332340","1490","70491","904","69885","942","606","254","136","57","470","236","261849","1167","258225","1210","3624","366","2041","298","1583","284",
"5001400US3916","Congressional District 16 (114th Congress), Ohio","666860","2555","325719","1938","73894","1231","73061","1266","833","229","452","155","381","170","251825","1605","242209","1706","9616","653","6957","508","2659","368","341141","1943","69330","1169","68680","1183","650","202","284","109","366","165","271811","1332","260068","1460","11743","753","8680","607","3063","469",
"5001400US4001","Congressional District 1 (114th Congress), Oklahoma","507450","831","245994","537","53072","292","52765","375","307","169","63","43","244","155","192922","347","189548","505","3374","318","1763","235","1611","217","261456","413","50355","246","50153","267","202","90","55","44","147","78","211101","278","207122","480","3979","350","2386","266","1593","260",
"5001400US4002","Congressional District 2 (114th Congress), Oklahoma","491162","646","242307","418","47025","269","46979","272","46","35","37","34","9","10","195282","251","194230","349","1052","187","622","129","430","126","248855","341","44537","195","44473","194","64","31","5","8","59","30","204318","238","202816","332","1502","226","806","191","696","117",
"5001400US4003","Congressional District 3 (114th Congress), Oklahoma","575432","715","286186","514","62688","299","62597","312","91","61","35","33","56","44","223498","413","222089","456","1409","244","754","148","655","184","289246","589","59172","417","59116","415","56","30","42","27","14","13","230074","365","227696","525","2378","358","1341","234","1037","269",
"5001400US4004","Congressional District 4 (114th Congress), Oklahoma","555260","1377","275585","902","58832","487","58613","502","219","102","120","71","99","67","216753","637","214509","713","2244","369","1199","260","1045","261","279675","980","55475","636","55354","645","121","86","84","77","37","35","224200","639","220418","638","3782","375","2213","228","1569","269",
"5001400US4005","Congressional District 5 (114th Congress), Oklahoma","458667","1302","222458","797","45102","423","44795","486","307","175","31","40","276","167","177356","573","174156","757","3200","479","1570","260","1630","367","236209","791","42733","428","42467","443","266","106","90","74","176","88","193476","577","189866","703","3610","509","1931","337","1679","320",
"5001400US4101","Congressional District 1 (114th Congress), Oregon","575427","1082","282025","882","58955","330","58379","369","576","180","136","67","440","158","223070","763","213794","1039","9276","627","5004","495","4272","478","293402","753","55657","365","54974","415","683","174","207","101","476","141","237745","655","226414","1135","11331","850","7368","673","3963","477",
"5001400US4102","Congressional District 2 (114th Congress), Oregon","628085","992","310117","612","61477","380","61311","392","166","111","33","33","133","104","248640","479","244840","605","3800","441","1947","294","1853","330","317968","663","58732","272","58672","268","60","45","18","31","42","31","259236","525","254057","723","5179","489","3438","391","1741","284",
"5001400US4103","Congressional District 3 (114th Congress), Oregon","571895","1904","282397","1285","48890","675","47675","760","1215","293","218","108","997","288","233507","1111","220913","1324","12594","816","6059","587","6535","565","289498","1368","46384","755","45289","810","1095","307","381","206","714","243","243114","1021","229054","1286","14060","744","7796","625","6264","564",
"5001400US4104","Congressional District 4 (114th Congress), Oregon","657176","1064","323645","661","59029","369","58882","380","147","76","48","40","99","77","264616","584","259807","739","4809","403","2420","309","2389","276","333531","712","55681","316","55315","361","366","184","75","48","291","178","277850","584","271144","784","6706","440","4060","353","2646","337",
"5001400US4105","Congressional District 5 (114th Congress), Oregon","595014","1884","289454","1304","59732","614","59276","641","456","171","155","84","301","156","229722","1035","222102","1151","7620","616","4567","485","3053","423","305560","1169","56734","683","56149","694","585","202","134","78","451","182","248826","872","239255","1044","9571","769","5733","538","3838","555",
"5001400US4201","Congressional District 1 (114th Congress), Pennsylvania","284633","3314","139287","2318","20358","1056","20004","1058","354","147","262","137","92","58","118929","2050","111296","2012","7633","762","3927","482","3706","525","145346","1994","18755","902","18450","904","305","135","200","111","105","83","126591","1631","119054","1697","7537","616","5106","491","2431","350",
"5001400US4202","Congressional District 2 (114th Congress), Pennsylvania","207839","3110","100097","2027","13317","623","12941","596","376","145","170","115","206","102","86780","1891","81349","1813","5431","453","2739","275","2692","362","107742","1716","12547","703","12214","682","333","166","103","93","230","143","95195","1552","88896","1475","6299","775","3499","359","2800","648",
"5001400US4203","Congressional District 3 (114th Congress), Pennsylvania","637829","1176","312097","960","65189","562","64868","555","321","149","127","52","194","134","246908","834","243711","919","3197","330","1939","223","1258","218","325732","934","62136","537","61848","537","288","89","174","71","114","64","263596","750","259631","789","3965","322","2578","249","1387","231",
"5001400US4204","Congressional District 4 (114th Congress), Pennsylvania","585337","1467","286515","962","59457","421","59143","442","314","146","210","106","104","91","227058","891","223857","968","3201","403","1943","296","1258","246","298822","1007","56059","446","55664","464","395","154","220","119","175","92","242763","850","238428","935","4335","427","2927","309","1408","280",
"5001400US4205","Congressional District 5 (114th Congress), Pennsylvania","656922","1192","328228","912","65005","534","64625","569","380","181","82","49","298","188","263223","786","259710","905","3513","373","1630","243","1883","301","328694","926","60864","518","60553","538","311","131","70","40","241","120","267830","721","263983","839","3847","402","2130","259","1717","307",
"5001400US4206","Congressional District 6 (114th Congress), Pennsylvania","605593","2347","294747","1948","66220","1164","65714","1150","506","145","159","68","347","127","228527","1450","222413","1448","6114","517","3575","338","2539","377","310846","1537","62421","823","61932","822","489","139","177","81","312","110","248425","1191","240659","1451","7766","659","4754","423","3012","445",
"5001400US4207","Congressional District 7 (114th Congress), Pennsylvania","612325","2351","297599","1660","67107","1054","66648","1069","459","163","249","106","210","98","230492","1492","223438","1506","7054","620","4468","451","2586","371","314726","1507","65529","842","65068","845","461","166","148","86","313","140","249197","1198","240748","1335","8449","551","6025","451","2424","313",
"5001400US4208","Congressional District 8 (114th Congress), Pennsylvania","607372","1179","297272","877","64256","473","63850","503","406","154","222","109","184","97","233016","699","222981","990","10035","615","7455","570","2580","290","310100","771","60884","400","60382","400","502","160","274","122","228","98","249216","701","237452","1034","11764","737","8658","578","3106","377",
"5001400US4209","Congressional District 9 (114th Congress), Pennsylvania","654454","1091","319554","870","66549","534","66404","534","145","117","93","86","52","77","253005","686","251714","744","1291","252","771","174","520","162","334900","982","63201","466","63121","474","80","83","18","17","62","81","271699","778","269678","762","2021","290","1422","261","599","127",
"5001400US4210","Congressional District 10 (114th Congress), Pennsylvania","640870","1509","318165","1268","66180","736","66054","732","126","54","95","38","31","27","251985","1149","247778","1144","4207","473","2831","408","1376","238","322705","894","61644","571","61377","556","267","105","133","76","134","72","261061","893","256310","982","4751","491","2897","324","1854","325",
"5001400US4211","Congressional District 11 (114th Congress), Pennsylvania","614665","1896","300041","1440","58232","836","57878","844","354","150","87","35","267","148","241809","1316","237723","1340","4086","460","2668","385","1418","279","314624","1441","56210","862","55852","856","358","148","143","69","215","118","258414","1221","253931","1329","4483","458","3031","385","1452","211",
"5001400US4212","Congressional District 12 (114th Congress), Pennsylvania","653328","1493","318058","1337","65199","944","64759","983","440","143","254","112","186","88","252859","1087","249376","1229","3483","379","2472","357","1011","198","335270","1294","61328","888","60986","866","342","148","224","125","118","74","273942","1118","270006","1132","3936","404","2697","309","1239","231",
"5001400US4213","Congressional District 13 (114th Congress), Pennsylvania","434755","3085","209036","1982","41251","1042","40213","1008","1038","310","370","147","668","268","167785","1795","151746","1761","16039","898","10392","725","5647","655","225719","2046","38949","1007","37991","971","958","278","330","170","628","232","186770","1505","169453","1630","17317","910","11534","748","5783","647",
"5001400US4214","Congressional District 14 (114th Congress), Pennsylvania","500355","1724","241653","1373","34792","786","34606","774","186","83","88","56","98","58","206861","1396","201063","1357","5798","500","3115","393","2683","267","258702","1368","33553","831","33162","818","391","140","217","120","174","80","225149","1143","218919","1211","6230","479","3824","440","2406","258",
"5001400US4215","Congressional District 15 (114th Congress), Pennsylvania","554609","1842","269721","1296","52754","764","52322","781","432","183","103","56","329","173","216967","1125","210057","1311","6910","593","4605","508","2305","370","284888","1522","49291","769","48977","797","314","142","94","68","220","120","235597","1299","227822","1392","7775","635","5280","576","2495","394",
