District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Georgia's 4th,GA-04,23.7,59.5,9.5,5.2,0.2,1.9,26.7,58.7,7.7,5.3,0.2,1.4,25.3,62.5,6.7,3.4,0.2,1.9,28.9,62.3,3.9,3.3,0.2,1.4,"748,745","177,365","445,530","71,045","39,285","1,260","14,250","556,685","148,450","326,705","43,020","29,730","1,000","7,775","683,570","173,045","427,385","45,740","23,160","1,240","13,005","500,105","144,740","311,335","19,400","16,470",985,"7,175"
Georgia's 5th,GA-05,28.7,58.4,6.4,4.2,0.1,2.1,31.7,56.4,5.4,4.7,0.2,1.6,29.5,60.8,4.7,2.8,0.2,2.1,32.8,59.0,3.3,3.0,0.2,1.6,"759,755","218,155","443,845","48,765","32,130","1,125","15,735","602,025","190,960","339,435","32,375","28,395","1,085","9,780","721,115","212,410","438,215","33,790","20,320","1,125","15,250","565,670","185,565","334,025","18,480","17,205","1,085","9,315"
Georgia's 6th,GA-06,60.0,13.1,12.8,11.7,0.2,2.1,63.0,13.2,10.5,11.6,0.3,1.5,66.2,14.0,9.1,8.1,0.3,2.3,71.0,14.2,5.5,7.4,0.3,1.6,"744,905","446,940","97,720","95,660","86,905","1,850","15,840","562,770","354,335","74,035","59,335","65,295","1,475","8,295","651,920","431,500","91,515","59,435","53,035","1,715","14,725","480,080","340,910","68,380","26,300","35,650","1,345","7,495"
Georgia's 7th,GA-07,45.1,19.5,19.3,13.9,0.1,2.1,47.9,19.2,17.0,14.4,0.2,1.4,50.7,21.2,14.3,11.3,0.2,2.3,56.1,21.4,9.6,11.1,0.2,1.5,"793,740","357,590","155,025","153,300","110,065","1,085","16,675","576,110","275,920","110,455","98,055","82,945",915,"7,825","683,315","346,560","145,035","97,770","76,915","1,050","15,985","473,990","266,095","101,535","45,710","52,620",885,"7,145"
Georgia's 8th,GA-08,59.5,30.8,6.4,1.5,0.2,1.7,62.1,29.7,5.3,1.5,0.2,1.0,61.0,31.4,4.6,1.0,0.2,1.7,64.1,30.6,3.1,1.0,0.2,1.0,"704,815","419,420","216,755","44,940","10,450","1,620","11,635","536,410","333,340","159,545","28,680","8,280","1,230","5,340","685,025","417,775","215,400","31,550","7,090","1,605","11,610","517,905","331,845","158,270","15,925","5,340","1,210","5,320"
Georgia's 9th,GA-09,77.4,6.6,12.9,1.3,0.2,1.6,80.7,6.5,10.2,1.3,0.2,1.1,81.7,6.8,8.6,1.0,0.2,1.7,86.0,6.8,4.8,1.0,0.2,1.2,"735,830","569,840","48,575","94,840","9,325","1,500","11,745","567,180","457,470","37,110","57,720","7,410","1,240","6,235","694,165","566,890","47,265","59,880","6,940","1,500","11,690","528,555","454,655","36,135","25,205","5,145","1,240","6,175"
Georgia's 10th,GA-10,64.9,25.5,5.6,2.1,0.1,1.7,67.1,24.6,4.8,2.2,0.1,1.2,66.2,25.8,4.4,1.7,0.1,1.8,68.8,24.9,3.2,1.6,0.1,1.2,"740,460","480,260","188,910","41,625","15,875",835,"12,955","566,900","380,510","139,370","27,020","12,385",670,"6,945","719,395","476,530","185,840","31,400","12,145",835,"12,650","547,705","377,055","136,650","17,570","9,010",670,"6,750"
Georgia's 11th,GA-11,67.0,16.4,11.0,3.5,0.1,1.9,69.4,16.2,9.3,3.6,0.1,1.3,70.7,16.6,8.2,2.5,0.1,1.9,74.1,16.4,5.6,2.3,0.1,1.4,"756,190","506,845","124,160","83,540","26,805",825,"14,010","575,415","399,475","93,380","53,350","20,885",705,"7,620","703,370","497,175","116,650","57,690","17,620",825,"13,415","526,835","390,575","86,560","29,500","12,350",705,"7,140"
Georgia's 12th,GA-12,55.5,34.8,6.1,1.8,0.2,1.7,57.9,33.8,5.1,1.9,0.2,1.1,56.4,35.4,5.0,1.3,0.2,1.7,59.1,34.5,3.7,1.3,0.2,1.1,"718,745","398,595","250,160","43,690","12,960","1,370","11,975","547,595","317,295","184,985","27,750","10,315","1,225","6,025","701,750","395,640","248,715","34,845","9,290","1,370","11,885","531,860","314,585","183,590","19,545","6,980","1,225","5,935"
Georgia's 13th,GA-13,25.7,58.4,11.3,2.6,0.1,1.9,29.1,57.3,9.1,2.9,0.1,1.5,26.7,60.4,8.6,2.2,0.1,2.0,30.7,59.8,5.5,2.3,0.1,1.6,"749,390","192,460","437,820","84,465","19,795",615,"14,230","547,765","159,530","313,940","49,920","15,675",540,"8,165","707,230","188,800","427,360","60,970","15,370",615,"14,110","508,990","156,270","304,390","28,010","11,730",540,"8,055"
Georgia's 14th,GA-14,76.7,8.8,11.5,1.1,0.2,1.7,79.5,8.6,9.5,1.1,0.2,1.1,80.1,9.0,8.1,0.8,0.2,1.8,84.0,8.9,5.0,0.8,0.2,1.2,"709,920","544,625","62,420","81,525","7,455","1,475","12,415","533,985","424,435","45,975","50,585","5,665","1,220","6,100","677,160","542,395","60,905","54,705","5,410","1,450","12,290","502,895","422,330","44,560","24,965","3,865","1,195","5,975"
Hawaii's 1st,HI-01,16.0,2.0,8.7,56.2,0.1,17.1,17.2,2.1,7.0,59.5,0.1,14.1,17.1,2.1,9.3,52.8,0.1,18.6,18.6,2.3,7.5,55.9,0.1,15.6,"710,705","113,780","13,935","61,755","399,420",525,"121,285","567,230","97,575","11,745","39,905","337,390",465,"80,150","644,835","110,400","13,645","59,705","340,325",525,"120,240","507,265","94,435","11,500","37,965","283,610",465,"79,295"
Hawaii's 2nd,HI-02,28.4,1.5,12.1,36.2,0.2,21.6,31.9,1.6,9.5,38.6,0.2,18.2,29.4,1.6,12.2,33.7,0.2,22.9,33.3,1.7,9.4,35.9,0.2,19.5,"711,320","201,805","10,720","86,205","257,505","1,355","153,735","548,300","174,815","8,655","51,925","211,840","1,215","99,850","667,975","196,550","10,495","81,655","225,030","1,315","152,925","509,290","169,765","8,470","47,915","182,770","1,180","99,190"
Idaho's 1st,ID-01,83.9,0.5,10.8,1.5,1.2,2.1,86.4,0.4,8.9,1.5,1.2,1.6,85.7,0.4,9.4,1.2,1.2,2.1,88.7,0.4,7.0,1.1,1.2,1.6,"869,560","729,750","4,220","93,715","12,785","10,575","18,515","650,545","561,995","2,760","57,865","9,830","7,590","10,505","845,700","724,765","3,340","79,125","9,800","10,570","18,100","628,835","557,555","2,365","44,115","7,120","7,585","10,100"
Idaho's 2nd,ID-02,80.6,0.8,14.1,1.6,1.0,2.0,83.2,0.7,11.9,1.7,1.0,1.4,83.7,0.7,11.5,1.0,1.1,2.0,87.3,0.7,8.4,1.1,1.1,1.5,"818,250","659,375","6,530","115,360","12,745","8,245","15,995","598,090","497,450","4,395","71,210","10,170","6,255","8,605","780,835","653,390","5,565","89,670","8,100","8,230","15,880","563,905","492,090","3,670","47,250","6,165","6,240","8,485"
Illinois' 1st,IL-01,35.4,50.9,10.2,1.9,0.1,1.4,36.8,51.2,8.7,2.2,0.1,1.1,36.0,52.5,8.8,1.2,0.1,1.4,37.5,53.1,6.9,1.3,0.1,1.1,"708,120","250,930","360,715","72,105","13,720",735,"9,915","546,000","200,670","279,320","47,590","12,020",590,"5,805","682,815","245,755","358,170","60,110","8,395",735,"9,655","522,125","195,885","277,060","36,140","6,900",590,"5,550"
Illinois' 2nd,IL-02,27.2,56.8,13.8,0.8,0.1,1.2,30.4,55.6,12.0,0.9,0.1,1.0,28.0,58.5,11.6,0.6,0.1,1.3,31.5,57.7,9.1,0.6,0.1,1.0,"703,780","191,740","399,845","97,350","5,490",600,"8,750","533,680","162,350","296,735","64,100","4,625",545,"5,325","678,250","189,725","396,610","78,655","3,985",600,"8,665","509,750","160,400","293,890","46,400","3,240",545,"5,270"
Illinois' 3rd,IL-03,57.7,4.7,32.1,4.4,0.1,1.0,61.6,4.9,28.1,4.7,0.1,0.7,61.0,5.2,29.1,3.6,0.1,1.0,66.5,5.5,23.5,3.7,0.1,0.7,"717,895","414,195","33,970","230,340","31,890",515,"6,985","544,180","335,135","26,555","152,895","25,505",340,"3,750","648,240","395,635","33,445","188,550","23,310",500,"6,800","477,695","317,670","26,105","112,370","17,645",335,"3,565"
Illinois' 4th,IL-04,22.1,3.6,69.6,3.6,0.1,1.0,25.9,3.6,65.3,4.2,0.1,0.9,26.2,4.4,64.6,3.5,0.1,1.3,33.1,4.7,56.7,4.2,0.2,1.1,"699,620","154,715","24,895","486,885","25,210",670,"7,250","521,135","134,900","18,730","340,435","21,825",625,"4,610","553,470","145,255","24,160","357,320","19,095",635,"7,005","380,590","125,800","18,050","215,770","16,010",590,"4,365"
Illinois' 5th,IL-05,68.0,2.7,19.6,7.3,0.1,2.2,70.5,2.9,17.4,7.6,0.1,1.6,70.3,2.8,18.1,6.3,0.1,2.3,73.6,3.0,15.3,6.5,0.1,1.6,"740,075","503,120","20,045","145,335","54,325",880,"16,370","601,635","423,925","17,265","104,435","45,810",820,"9,375","672,960","473,365","18,845","121,850","42,700",810,"15,390","538,570","396,145","16,170","82,135","34,810",750,"8,560"
Illinois' 6th,IL-06,75.8,2.6,10.2,9.6,0.0,1.8,78.3,2.5,8.6,9.6,0.1,0.9,79.0,2.6,8.6,8.1,0.1,1.8,82.3,2.5,6.4,7.7,0.1,0.9,"727,845","551,760","18,675","74,020","70,220",360,"12,815","556,460","435,775","13,905","47,820","53,500",285,"5,170","686,470","541,990","17,675","58,760","55,335",360,"12,360","518,630","426,965","13,045","33,395","40,120",285,"4,815"
Illinois' 7th,IL-07,28.5,46.6,15.6,7.5,0.1,1.6,31.7,44.9,13.8,8.3,0.1,1.3,29.5,50.5,13.1,5.1,0.1,1.7,33.3,49.4,10.5,5.5,0.1,1.2,"724,650","206,585","337,960","113,260","54,230",785,"11,835","578,695","183,275","259,795","79,610","48,090",680,"7,245","666,200","196,505","336,340","87,515","34,115",690,"11,040","522,275","173,670","258,235","54,610","28,680",585,"6,500"
Illinois' 8th,IL-08,51.4,4.5,28.7,13.7,0.1,1.6,56.7,4.1,24.1,14.0,0.1,1.0,57.8,5.2,23.9,11.3,0.1,1.8,65.7,4.8,16.9,11.3,0.1,1.1,"715,095","367,770","32,365","204,880","97,875",910,"11,290","546,325","309,510","22,440","131,725","76,405",685,"5,560","609,390","351,995","31,465","145,825","68,615",825,"10,670","448,180","294,550","21,540","75,720","50,680",615,"5,075"
Illinois' 9th,IL-09,64.0,9.0,11.4,13.1,0.1,2.4,66.0,8.7,10.3,13.2,0.1,1.7,68.0,8.8,9.9,10.8,0.1,2.5,71.0,8.5,8.2,10.5,0.1,1.7,"723,505","462,990","65,125","82,410","94,635",710,"17,640","574,550","379,305","49,915","59,115","75,730",610,"9,875","647,425","440,435","56,725","63,780","69,900",710,"15,875","505,675","359,035","42,985","41,405","53,160",610,"8,470"
Illinois' 10th,IL-10,57.8,6.6,22.7,10.9,0.1,1.8,61.6,6.5,19.3,11.2,0.1,1.2,63.5,7.3,18.6,8.5,0.1,2.0,69.5,7.3,13.3,8.4,0.2,1.4,"712,820","411,995","47,225","162,100","77,855",965,"12,680","540,560","333,150","35,260","104,395","60,410",760,"6,580","628,370","398,835","45,900","116,795","53,380",925,"12,530","462,775","321,525","34,005","61,415","38,650",720,"6,455"
Illinois' 11th,IL-11,51.5,11.1,27.3,7.9,0.1,2.2,55.8,11.1,23.8,8.0,0.1,1.3,56.4,12.1,22.8,6.3,0.1,2.3,62.7,12.4,17.2,6.2,0.1,1.4,"722,595","372,440","79,900","197,195","56,770",660,"15,630","536,920","299,565","59,380","127,555","42,875",585,"6,960","648,335","365,695","78,170","147,860","40,790",660,"15,160","467,645","293,345","57,870","80,375","28,885",585,"6,585"
Illinois' 12th,IL-12,76.2,16.9,3.5,1.2,0.2,2.0,78.4,16.0,2.9,1.3,0.2,1.2,77.0,17.0,3.0,0.8,0.2,2.0,79.4,16.1,2.3,0.8,0.2,1.2,"697,270","531,600","117,545","24,130","8,570","1,160","14,270","542,275","425,290","86,620","15,910","6,885","1,070","6,500","687,870","529,660","116,760","20,435","5,825","1,130","14,060","533,605","423,500","85,970","12,500","4,290","1,040","6,305"
Illinois' 13th,IL-13,78.5,11.3,3.5,4.0,0.2,2.5,80.7,10.2,3.0,4.3,0.2,1.6,80.8,11.4,3.0,2.1,0.2,2.6,83.4,10.3,2.5,2.0,0.2,1.6,"704,850","553,275","79,880","24,540","28,245","1,125","17,790","563,690","454,765","57,560","16,985","24,455","1,015","8,910","680,310","549,475","77,395","20,710","14,025","1,125","17,590","540,955","451,250","55,635","13,275","11,070","1,015","8,710"
Illinois' 14th,IL-14,78.4,3.1,12.5,4.4,0.1,1.6,81.1,3.0,10.5,4.4,0.1,0.9,80.8,3.1,10.7,3.7,0.1,1.7,84.3,3.0,8.1,3.6,0.1,0.9,"735,045","575,940","22,605","91,615","32,480",540,"11,865","544,985","442,165","16,215","57,095","24,065",515,"4,935","705,860","570,125","21,900","75,210","26,355",540,"11,730","518,415","437,045","15,745","41,865","18,455",515,"4,795"
Illinois' 15th,IL-15,90.6,4.3,2.9,0.8,0.2,1.3,91.7,4.1,2.3,0.8,0.2,0.8,91.2,4.4,2.4,0.5,0.2,1.3,92.5,4.2,1.8,0.5,0.2,0.8,"696,630","631,070","30,165","19,865","5,350","1,230","8,955","540,345","495,760","22,345","12,615","4,340","1,060","4,225","690,265","629,660","30,050","16,790","3,660","1,200","8,900","534,530","494,505","22,240","9,770","2,815","1,030","4,175"
Illinois' 16th,IL-16,83.3,3.7,9.6,1.6,0.2,1.7,85.9,3.6,7.7,1.6,0.2,1.1,85.1,3.7,8.2,1.1,0.2,1.7,88.2,3.6,5.9,1.1,0.2,1.1,"695,500","579,200","25,915","66,595","10,970","1,155","11,665","540,520","464,085","19,240","41,805","8,660",870,"5,855","676,555","576,025","25,370","55,250","7,435","1,140","11,340","522,665","461,030","18,780","30,975","5,490",860,"5,525"
Illinois' 17th,IL-17,75.6,11.6,9.1,1.4,0.2,2.1,79.4,10.4,7.5,1.3,0.2,1.2,77.7,11.5,7.6,0.8,0.2,2.2,81.9,10.3,5.6,0.7,0.2,1.2,"688,355","520,705","79,800","62,495","9,530","1,150","14,675","533,435","423,465","55,725","39,800","7,115",985,"6,355","667,735","518,845","76,650","51,070","5,575","1,150","14,445","514,980","421,780","53,265","29,045","3,720",985,"6,190"
Illinois' 18th,IL-18,88.9,3.8,2.8,2.8,0.2,1.6,90.3,3.7,2.3,2.6,0.2,0.9,90.4,3.8,2.4,1.6,0.2,1.6,92.1,3.6,1.9,1.3,0.2,0.9,"707,835","628,930","27,000","19,725","19,760","1,190","11,225","549,555","496,065","20,250","12,860","14,480",890,"5,010","692,600","626,300","26,130","16,660","11,100","1,185","11,215","536,130","493,725","19,565","10,035","6,920",885,"5,005"
Indiana's 1st,IN-01,62.8,18.5,15.4,1.3,0.2,1.7,66.0,17.5,13.7,1.4,0.2,1.1,64.0,18.9,14.2,0.9,0.2,1.8,67.6,18.0,12.1,1.0,0.2,1.1,"715,350","449,395","132,205","110,415","9,515","1,420","12,395","548,925","362,385","96,110","75,220","7,905","1,230","6,075","697,965","446,935","131,715","99,075","6,620","1,395","12,220","532,400","360,015","95,670","64,420","5,145","1,210","5,930"
Indiana's 2nd,IN-02,79.9,6.8,9.6,1.3,0.3,2.1,83.2,6.3,7.6,1.4,0.3,1.3,82.3,6.9,7.5,0.9,0.3,2.2,86.3,6.3,4.9,0.9,0.3,1.3,"722,805","577,420","49,405","69,155","9,650","1,865","15,305","543,950","452,475","34,045","41,120","7,575","1,585","7,145","697,890","574,440","47,980","52,345","6,170","1,860","15,095","521,070","449,695","32,930","25,355","4,515","1,575","6,985"
Indiana's 3rd,IN-03,83.4,5.9,6.1,2.2,0.2,2.2,85.9,5.5,4.9,2.1,0.2,1.4,85.2,6.0,5.0,1.4,0.2,2.2,88.2,5.6,3.4,1.2,0.2,1.4,"739,775","617,100","43,660","45,150","16,490","1,190","16,185","549,240","471,760","30,460","26,935","11,510",975,"7,605","721,700","615,075","43,160","35,920","10,405","1,180","15,955","532,785","469,905","29,970","18,055","6,485",965,"7,405"
Indiana's 4th,IN-04,85.3,3.8,6.0,3.1,0.2,1.6,87.0,3.6,4.8,3.4,0.3,1.0,88.3,3.9,4.5,1.5,0.2,1.6,90.8,3.7,2.9,1.4,0.3,1.0,"750,715","640,440","28,700","44,975","23,335","1,520","11,745","578,840","503,510","21,050","27,785","19,500","1,470","5,520","721,500","637,420","28,025","32,490","10,555","1,465","11,545","551,425","500,685","20,380","16,095","7,520","1,410","5,335"
Indiana's 5th,IN-05,81.4,8.2,4.4,3.6,0.1,2.3,83.3,8.1,3.6,3.5,0.1,1.3,83.1,8.2,3.7,2.5,0.1,2.3,85.5,8.2,2.6,2.2,0.1,1.3,"767,055","624,255","62,625","34,050","27,520",925,"17,685","580,785","484,060","47,160","20,815","20,135",830,"7,795","744,275","618,645","61,220","27,430","18,700",925,"17,360","561,065","479,660","45,900","14,740","12,455",830,"7,485"
Indiana's 6th,IN-06,91.5,2.7,2.7,1.6,0.2,1.4,92.6,2.6,2.1,1.6,0.2,0.9,92.9,2.6,2.2,0.7,0.2,1.4,94.3,2.6,1.5,0.6,0.2,0.9,"718,705","657,470","19,250","19,750","11,310","1,145","9,780","558,770","517,265","14,550","11,945","8,855","1,020","5,135","705,190","655,450","18,685","15,350","4,810","1,145","9,750","546,735","515,415","14,070","8,055","3,055","1,020","5,120"
Indiana's 7th,IN-07,52.9,29.8,11.2,3.2,0.2,2.7,57.8,28.4,8.8,3.1,0.2,1.8,56.5,31.0,7.7,1.7,0.2,2.8,62.5,29.7,4.2,1.4,0.2,1.9,"755,360","399,915","225,280","84,365","23,935","1,685","20,180","560,235","323,585","158,895","49,115","17,335","1,220","10,085","701,385","396,540","217,330","54,350","11,780","1,685","19,700","513,115","320,675","152,310","21,725","7,345","1,220","9,835"
Indiana's 8th,IN-08,90.3,4.3,2.4,1.1,0.1,1.8,91.6,4.1,1.9,1.1,0.1,1.2,91.3,4.2,1.8,0.8,0.1,1.8,92.7,4.0,1.2,0.7,0.1,1.2,"719,670","649,930","30,635","17,405","8,025",885,"12,790","558,235","511,170","22,725","10,720","6,190",790,"6,635","710,010","648,300","29,775","13,010","5,350",885,"12,685","549,705","509,700","22,010","6,815","3,855",790,"6,530"
Indiana's 9th,IN-09,89.3,2.9,3.3,2.4,0.2,1.9,90.5,2.7,2.7,2.6,0.2,1.2,91.1,2.9,2.7,1.3,0.2,1.9,92.7,2.7,1.9,1.2,0.2,1.2,"747,995","667,825","21,490","25,000","18,110","1,545","14,025","584,155","528,930","15,935","15,705","15,215","1,180","7,195","730,265","664,925","20,850","19,890","9,265","1,545","13,795","567,925","526,410","15,365","10,960","6,950","1,180","7,055"
Iowa's 1st,IA-01,88.3,3.9,4.0,1.8,0.3,1.6,90.6,3.4,3.1,1.8,0.3,0.9,90.1,3.6,3.2,1.1,0.3,1.6,92.6,3.1,2.1,1.0,0.3,0.9,"772,170","681,830","30,110","30,960","14,210","2,505","12,550","595,375","539,265","20,265","18,375","10,445","1,845","5,180","754,020","679,235","27,235","24,100","8,515","2,495","12,435","579,430","536,800","17,965","12,205","5,540","1,835","5,080"
Iowa's 2nd,IA-02,85.5,4.1,5.7,2.5,0.2,2.0,87.7,3.6,4.6,2.6,0.2,1.2,87.9,3.7,4.9,1.4,0.2,2.0,90.5,3.2,3.6,1.2,0.2,1.2,"780,050","667,105","32,085","44,160","19,510","1,665","15,530","602,530","528,670","21,785","27,895","15,510","1,400","7,265","755,025","663,400","27,695","36,755","10,195","1,665","15,315","580,155","525,265","18,325","21,075","7,035","1,400","7,050"
Iowa's 3rd,IA-03,83.4,4.1,6.8,3.3,0.2,2.1,86.2,3.7,5.4,3.2,0.2,1.2,86.3,3.8,5.5,2.1,0.2,2.2,89.8,3.4,3.6,1.8,0.2,1.2,"822,825","686,420","33,770","56,290","27,300","1,600","17,445","617,870","532,805","22,980","33,645","20,030","1,290","7,120","790,230","682,090","29,820","43,130","16,355","1,600","17,235","589,475","529,165","19,765","21,390","10,900","1,290","6,965"
Iowa's 4th,IA-04,87.5,1.6,6.8,2.3,0.4,1.4,89.7,1.4,5.3,2.3,0.4,0.9,90.1,1.4,5.4,1.2,0.5,1.4,92.9,1.3,3.4,1.1,0.5,0.8,"757,450","662,950","11,820","51,885","17,095","3,330","10,375","586,695","526,140","8,270","30,885","13,785","2,570","5,045","732,825","660,495","10,530","39,315","9,135","3,320","10,030","563,610","523,785","7,090","19,175","6,265","2,565","4,725"
Kansas' 1st,KS-01,76.7,3.0,15.9,1.7,0.5,2.2,80.1,3.1,13.0,1.9,0.5,1.4,80.5,2.9,12.8,1.1,0.5,2.3,84.9,3.0,8.9,1.1,0.6,1.5,"708,510","543,675","20,915","112,740","12,345","3,505","15,330","537,620","430,530","16,470","70,035","10,070","2,770","7,745","671,350","540,225","19,285","85,830","7,340","3,505","15,165","503,440","427,430","15,060","45,045","5,525","2,770","7,615"
Kansas' 2nd,KS-02,82.6,4.5,6.6,1.7,1.2,3.4,84.6,4.5,5.5,1.9,1.2,2.4,83.9,4.5,6.0,1.0,1.3,3.4,86.3,4.5,4.6,0.9,1.2,2.4,"714,990","590,320","31,915","47,420","12,360","8,820","24,150","551,000","465,950","24,745","30,110","10,355","6,590","13,245","700,785","588,080","31,450","41,850","6,670","8,815","23,915","537,830","463,920","24,285","24,975","5,010","6,585","13,050"
Kansas' 3rd,KS-03,72.1,8.3,12.0,4.8,0.2,2.6,75.2,8.2,9.9,4.8,0.2,1.7,76.4,8.4,8.9,3.2,0.2,2.8,80.8,8.3,5.9,3.0,0.3,1.8,"762,090","549,500","63,145","91,320","36,460","1,665","20,000","566,895","426,270","46,235","56,155","27,250","1,340","9,650","713,575","545,425","60,005","63,745","23,095","1,645","19,660","523,040","422,745","43,570","30,600","15,430","1,320","9,375"
Kansas' 4th,KS-04,73.8,6.6,12.3,3.3,0.8,3.2,77.3,6.3,9.9,3.6,0.8,2.1,76.3,6.7,10.5,2.5,0.8,3.3,80.6,6.4,7.4,2.6,0.8,2.1,"723,180","533,365","48,065","89,140","24,185","5,535","22,900","537,715","415,760","34,105","53,260","19,095","4,265","11,230","696,360","530,985","46,690","72,785","17,705","5,535","22,660","513,255","413,520","33,100","38,095","13,255","4,265","11,015"
Kentucky's 1st,KY-01,87.4,6.9,3.1,0.7,0.2,1.8,89.0,6.8,2.4,0.7,0.2,0.9,88.1,6.9,2.5,0.5,0.2,1.8,89.9,6.8,1.7,0.4,0.2,0.9,"720,225","629,245","49,350","22,525","4,970","1,485","12,650","555,660","494,420","37,850","13,425","3,640","1,160","5,165","712,170","627,565","48,900","17,990","3,655","1,485","12,570","548,105","492,905","37,405","9,105","2,440","1,160","5,090"
Kentucky's 2nd,KY-02,87.2,5.3,3.4,1.6,0.3,2.3,88.9,5.3,2.7,1.4,0.3,1.4,88.6,5.2,2.7,0.9,0.3,2.3,90.4,5.3,1.8,0.8,0.3,1.4,"753,610","657,180","39,585","25,830","11,755","2,095","17,155","578,125","513,925","30,715","15,630","8,185","1,590","8,085","737,755","653,810","38,490","19,910","6,555","2,095","16,890","564,800","510,815","29,915","10,210","4,420","1,590","7,855"
Kentucky's 3rd,KY-03,67.5,21.8,5.3,2.8,0.2,2.4,71.0,20.2,4.5,2.7,0.2,1.4,69.8,22.1,3.7,1.9,0.2,2.5,73.7,20.6,2.4,1.7,0.2,1.5,"745,080","502,900","162,385","39,745","21,095","1,180","17,780","578,605","410,885","116,945","25,770","15,760",990,"8,260","713,790","498,065","157,395","26,065","13,615","1,130","17,510","551,675","406,525","113,440","13,360","9,360",940,"8,045"
Kentucky's 4th,KY-04,90.0,3.3,3.3,1.2,0.1,2.0,91.5,3.3,2.6,1.2,0.1,1.2,91.3,3.2,2.5,0.8,0.1,2.0,93.1,3.3,1.6,0.7,0.1,1.2,"753,375","678,210","24,885","25,235","9,030",965,"15,050","572,215","523,745","19,155","15,065","6,615",810,"6,820","739,890","675,750","23,990","18,245","6,020",950,"14,935","560,085","521,395","18,305","8,700","4,165",790,"6,730"
Kentucky's 5th,KY-05,95.7,1.4,1.3,0.4,0.2,0.9,96.1,1.6,1.0,0.4,0.3,0.7,96.2,1.4,1.0,0.3,0.2,0.9,96.6,1.5,0.7,0.2,0.3,0.7,"702,070","672,130","10,055","8,910","3,025","1,565","6,395","547,380","525,975","8,490","5,315","2,295","1,375","3,940","698,110","671,340","9,910","7,260","1,775","1,565","6,270","543,735","525,240","8,360","3,740","1,205","1,375","3,815"
Kentucky's 6th,KY-06,82.2,8.5,4.8,2.0,0.2,2.4,84.2,8.3,3.7,2.1,0.2,1.5,84.9,8.4,3.1,1.1,0.2,2.4,87.3,8.3,1.7,1.0,0.2,1.5,"765,840","629,510","64,940","36,495","15,490","1,290","18,120","596,200","501,985","49,525","22,355","12,415","1,050","8,875","735,815","624,535","61,490","22,820","8,035","1,290","17,640","569,800","497,570","47,085","9,885","5,770","1,050","8,445"
Louisiana's 1st,LA-01,71.9,13.9,8.9,2.4,1.1,1.8,74.4,12.8,8.2,2.3,1.1,1.2,74.3,14.4,6.5,1.8,1.2,1.9,77.3,13.3,5.4,1.7,1.1,1.3,"801,090","575,710","111,295","71,560","18,965","8,935","14,630","616,040","458,545","78,825","50,290","14,245","6,555","7,585","768,980","571,020","110,670","50,255","13,625","8,890","14,515","588,030","454,380","78,210","31,695","9,730","6,515","7,500"
Louisiana's 2nd,LA-02,28.3,61.4,6.2,2.5,0.2,1.4,30.9,59.2,5.9,2.7,0.2,1.1,28.8,63.4,4.4,1.8,0.2,1.4,31.7,61.4,3.7,1.9,0.2,1.1,"789,120","222,940","484,795","49,075","19,760","1,590","10,950","609,090","188,350","360,710","35,750","16,360","1,320","6,605","761,565","219,315","482,695","33,240","13,955","1,565","10,790","584,180","185,055","358,820","21,545","11,015","1,295","6,460"
Louisiana's 3rd,LA-03,67.7,24.5,3.9,1.5,0.3,1.9,70.2,23.3,3.5,1.5,0.4,1.1,68.9,25.0,2.9,1.0,0.3,1.9,71.6,23.8,2.2,1.0,0.4,1.1,"783,015","530,415","192,190","30,880","12,015","2,565","14,940","588,190","412,835","137,185","20,630","9,045","2,145","6,345","767,530","528,475","191,540","22,065","7,960","2,565","14,925","574,080","411,000","136,545","12,555","5,500","2,145","6,335"
Louisiana's 4th,LA-04,58.4,34.1,4.0,1.0,0.7,1.8,60.7,32.8,3.5,1.1,0.7,1.1,59.0,34.4,3.3,0.8,0.7,1.8,61.5,33.2,2.6,0.8,0.8,1.1,"753,520","440,055","256,710","30,100","7,865","5,465","13,330","570,660","346,500","187,310","19,910","6,240","4,275","6,435","743,000","438,515","255,630","24,590","5,610","5,445","13,205","560,940","345,080","186,350","14,710","4,230","4,255","6,310"
