District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Missouri's 8th,MO-08,90.8,4.6,1.9,0.6,0.4,1.6,92.0,4.3,1.5,0.6,0.5,1.2,91.4,4.6,1.7,0.3,0.4,1.6,92.6,4.3,1.2,0.2,0.5,1.2,"746,755","678,360","34,400","14,050","4,605","3,330","12,015","576,130","529,800","24,640","8,510","3,665","2,595","6,920","740,015","676,385","34,210","12,360","1,950","3,325","11,780","570,175","528,105","24,450","6,960","1,335","2,595","6,735"
Montana's At-Large,MT-AL,86.9,0.4,3.4,0.8,6.3,2.2,89.1,0.4,2.7,0.8,5.3,1.6,87.2,0.4,3.2,0.6,6.4,2.3,89.5,0.4,2.6,0.6,5.4,1.7,"1,023,390","888,930","3,985","34,840","8,145","64,540","22,950","798,370","711,250","3,240","21,870","6,550","42,305","13,155","1,013,805","884,100","3,570","32,870","5,930","64,480","22,860","789,500","706,685","2,870","20,140","4,480","42,260","13,065"
Nebraska's 1st,NE-01,83.1,2.8,8.5,2.5,1.0,2.1,86.1,2.6,6.7,2.6,0.9,1.2,86.0,2.7,6.6,1.5,1.1,2.1,89.7,2.5,4.2,1.5,0.9,1.2,"630,685","523,905","17,510","53,855","15,920","6,475","13,020","477,460","410,945","12,470","32,080","12,245","4,070","5,650","605,570","521,060","16,295","39,955","9,330","6,475","12,450","455,120","408,405","11,415","19,340","6,645","4,070","5,245"
Nebraska's 2nd,NE-02,73.6,9.7,10.9,3.1,0.3,2.3,77.5,9.0,8.7,3.1,0.4,1.4,77.5,9.7,8.2,1.8,0.4,2.4,82.4,9.1,5.1,1.5,0.4,1.4,"643,890","473,950","62,255","70,290","20,090","2,195","15,100","474,090","367,335","42,730","41,290","14,525","1,665","6,545","607,555","471,050","59,225","49,665","10,665","2,180","14,765","442,145","364,535","40,265","22,650","6,825","1,650","6,215"
Nebraska's 3rd,NE-03,85.0,1.1,11.2,0.8,0.7,1.2,87.8,1.0,8.8,0.9,0.6,0.9,87.7,0.8,8.9,0.5,0.8,1.3,91.2,0.8,6.0,0.5,0.6,0.9,"606,685","515,540","6,590","67,660","4,920","4,410","7,575","462,105","405,770","4,655","40,765","3,950","2,865","4,095","586,185","514,285","4,870","51,985","3,140","4,410","7,495","443,750","404,675","3,360","26,475","2,350","2,865","4,025"
Nevada's 1st,NV-01,32.8,10.4,45.0,8.8,0.4,2.6,38.1,10.2,39.3,9.9,0.4,2.0,39.3,12.2,37.0,7.9,0.4,3.1,48.0,12.5,27.3,9.1,0.5,2.5,"685,135","224,755","71,485","308,465","60,350","2,440","17,640","526,670","200,635","53,940","207,010","52,305","2,045","10,735","554,245","218,080","67,610","205,285","43,765","2,380","17,125","404,480","194,250","50,610","110,520","36,815","1,985","10,295"
Nevada's 2nd,NV-02,67.6,1.8,21.8,4.4,1.9,2.6,71.7,1.8,18.1,4.6,1.9,1.8,71.9,1.8,17.8,3.7,2.1,2.7,77.3,1.9,13.0,3.8,2.1,1.9,"696,100","470,305","12,200","151,515","30,615","13,310","18,155","539,170","386,725","9,870","97,700","24,760","10,275","9,840","647,720","465,435","11,775","115,535","24,035","13,300","17,640","494,080","381,985","9,530","64,210","18,700","10,265","9,385"
Nevada's 3rd,NV-03,57.6,6.8,17.0,14.1,0.4,4.1,60.9,6.5,14.8,14.5,0.4,2.8,60.2,7.0,15.8,12.2,0.4,4.4,64.3,6.7,13.1,12.4,0.4,3.0,"739,845","426,380","50,010","125,435","104,405","2,970","30,650","575,195","350,405","37,470","85,155","83,690","2,340","16,130","688,880","414,935","47,975","108,785","84,220","2,940","30,025","528,000","339,700","35,480","69,385","65,360","2,310","15,750"
Nevada's 4th,NV-04,47.2,14.1,28.6,5.9,0.8,3.5,51.6,13.8,24.6,6.6,0.8,2.7,50.9,15.3,23.9,5.3,0.9,3.7,56.9,15.3,18.1,5.9,0.9,2.9,"718,095","338,635","101,145","205,085","42,365","5,800","25,060","533,505","275,170","73,475","131,185","35,040","4,255","14,370","656,295","334,075","100,305","156,730","35,020","5,785","24,380","475,725","270,770","72,710","85,975","28,285","4,245","13,735"
New Hampshire's 1st,NH-01,91.4,1.3,3.2,2.4,0.1,1.6,92.6,1.2,2.7,2.3,0.1,1.1,92.9,1.1,2.8,1.5,0.1,1.6,94.4,0.9,2.2,1.3,0.1,1.1,"667,330","609,705","8,990","21,465","15,965",685,"10,525","533,685","494,060","6,285","14,485","12,405",525,"5,930","648,965","603,005","7,380","18,010","9,590",670,"10,315","516,980","487,865","4,835","11,435","6,550",515,"5,780"
New Hampshire's 2nd,NH-02,91.4,1.0,3.3,2.5,0.2,1.6,92.5,1.0,2.7,2.4,0.2,1.1,92.9,0.9,2.9,1.5,0.2,1.6,94.4,0.9,2.2,1.3,0.2,1.1,"660,175","603,135","6,810","22,035","16,715","1,175","10,300","526,840","487,510","5,415","14,335","12,770",965,"5,850","642,445","597,145","5,635","18,625","9,865","1,165","10,010","510,650","481,895","4,395","11,060","6,710",955,"5,635"
New Jersey's 1st,NJ-01,63.8,16.4,12.9,5.1,0.1,1.8,66.9,15.9,10.9,5.0,0.1,1.2,65.8,16.8,11.4,4.0,0.1,1.8,69.6,16.3,9.1,3.8,0.1,1.2,"731,075","466,070","119,925","94,380","37,155",545,"13,005","564,360","377,760","89,570","61,725","28,200",450,"6,660","700,485","461,100","117,650","80,175","28,095",545,"12,920","536,535","373,195","87,445","48,735","20,135",450,"6,575"
New Jersey's 2nd,NJ-02,66.1,12.0,15.7,4.0,0.2,1.9,69.7,11.7,13.2,3.9,0.2,1.3,69.1,12.3,13.2,3.2,0.2,2.0,73.4,12.1,9.9,3.0,0.2,1.3,"729,825","482,640","87,380","114,725","29,505","1,465","14,110","569,310","396,825","66,555","75,235","22,140","1,225","7,335","691,390","477,810","85,035","91,025","22,220","1,455","13,845","534,145","392,170","64,500","53,145","15,985","1,220","7,135"
New Jersey's 3rd,NJ-03,76.2,10.3,7.4,3.7,0.1,2.3,78.4,10.0,6.4,3.6,0.1,1.6,77.7,10.2,6.7,3.0,0.1,2.3,80.2,9.9,5.4,2.8,0.1,1.6,"736,720","561,575","76,040","54,740","27,145",485,"16,735","582,390","456,680","58,380","37,065","20,695",395,"9,175","715,305","555,750","73,195","47,685","21,555",485,"16,640","562,555","451,240","55,810","30,460","15,570",395,"9,075"
New Jersey's 4th,NJ-04,78.1,6.2,10.2,4.0,0.0,1.3,79.4,6.5,9.0,4.1,0.0,0.9,81.4,5.9,7.8,3.5,0.0,1.3,83.6,6.2,5.9,3.4,0.0,0.9,"738,950","577,440","46,145","75,555","29,925",270,"9,620","557,725","443,100","36,190","50,370","23,010",245,"4,815","699,475","569,605","41,570","54,255","24,385",245,"9,405","521,035","435,725","32,155","30,540","17,785",225,"4,605"
New Jersey's 5th,NJ-05,70.6,4.8,13.1,10.2,0.1,1.1,72.3,4.8,12.1,10.0,0.1,0.7,74.2,4.7,11.7,8.1,0.1,1.2,76.7,4.7,10.2,7.5,0.1,0.7,"742,080","523,970","35,310","97,300","75,930","1,065","8,500","575,835","416,355","27,535","69,585","57,530",820,"4,015","691,180","513,130","32,360","80,685","55,790","1,025","8,190","530,115","406,480","24,865","54,325","39,925",780,"3,735"
New Jersey's 6th,NJ-06,48.8,9.4,21.4,18.9,0.1,1.3,52.0,9.4,19.0,18.6,0.1,0.9,55.1,10.3,18.2,14.9,0.1,1.4,60.1,10.4,14.4,14.0,0.1,0.9,"743,100","362,415","69,860","159,385","140,770",930,"9,750","579,230","301,265","54,425","109,870","107,955",675,"5,035","638,160","351,395","65,670","115,970","95,125",905,"9,090","484,280","291,045","50,560","69,945","67,700",650,"4,385"
New Jersey's 7th,NJ-07,72.5,4.5,12.1,9.6,0.1,1.3,74.4,4.5,10.9,9.3,0.0,0.7,76.3,4.6,9.8,7.8,0.1,1.3,79.2,4.7,8.1,7.2,0.0,0.8,"741,495","537,515","33,450","89,355","71,330",430,"9,425","567,265","422,075","25,715","62,080","52,965",220,"4,215","688,390","525,255","31,990","67,650","53,830",430,"9,230","518,765","411,060","24,315","41,805","37,285",220,"4,075"
New Jersey's 8th,NJ-08,26.2,9.1,54.5,8.8,0.1,1.2,28.5,8.7,52.2,9.6,0.1,0.9,30.6,10.8,50.8,6.2,0.2,1.4,35.0,10.6,46.5,6.5,0.2,1.1,"766,385","200,735","69,980","417,925","67,565",995,"9,175","597,675","170,420","51,715","311,720","57,555",795,"5,470","574,780","176,090","62,205","291,755","35,485",950,"8,295","420,495","147,275","44,780","195,405","27,505",750,"4,780"
New Jersey's 9th,NJ-09,39.8,9.5,36.2,13.1,0.1,1.2,42.4,9.4,33.5,13.7,0.1,0.9,44.1,10.8,33.3,10.3,0.2,1.4,48.2,11.0,29.3,10.4,0.2,1.0,"751,660","299,140","71,175","272,380","98,840","1,010","9,120","578,880","245,350","54,320","194,130","79,325",795,"4,955","630,465","278,000","67,960","209,715","65,225","1,010","8,560","468,600","225,940","51,345","137,365","48,580",795,"4,580"
New Jersey's 10th,NJ-10,20.4,51.6,19.3,7.2,0.2,1.4,22.2,51.1,17.7,7.8,0.1,1.1,21.4,54.4,17.3,5.3,0.2,1.5,23.8,54.3,15.0,5.5,0.1,1.2,"741,960","151,335","382,945","142,990","53,475","1,145","10,065","568,700","126,070","290,500","100,775","44,205",805,"6,350","645,270","138,375","350,865","111,485","34,060",980,"9,510","480,715","114,285","261,090","72,325","26,550",635,"5,830"
New Jersey's 11th,NJ-11,74.7,3.5,10.4,9.8,0.1,1.5,76.3,3.6,9.5,9.6,0.1,0.8,77.8,3.4,9.1,8.0,0.1,1.6,80.1,3.6,7.8,7.5,0.1,0.9,"740,725","553,500","25,985","77,365","72,275",450,"11,160","580,515","443,210","21,160","55,185","55,795",355,"4,810","694,685","540,675","23,640","63,340","55,555",450,"11,020","538,570","431,485","19,190","42,230","40,640",355,"4,665"
New Jersey's 12th,NJ-12,48.1,17.4,16.5,16.5,0.1,1.4,51.4,16.8,15.2,15.7,0.1,0.9,53.3,18.9,12.7,13.4,0.1,1.5,58.3,18.4,10.3,11.9,0.1,1.0,"751,470","361,660","130,925","123,735","124,040",960,"10,150","583,750","299,960","97,905","88,625","91,390",670,"5,200","649,630","346,325","122,770","82,695","87,250",850,"9,745","491,465","286,440","90,570","50,755","58,260",555,"4,885"
New Mexico's 1st,NM-01,40.7,2.4,49.2,2.3,3.7,1.7,45.1,2.4,44.9,2.4,3.6,1.4,42.9,2.5,47.0,1.8,4.0,1.8,48.3,2.5,41.9,1.9,3.9,1.5,"692,610","281,740","16,760","340,750","15,680","25,905","11,775","537,015","242,375","13,065","241,340","12,985","19,500","7,745","645,865","277,235","16,225","303,325","11,720","25,905","11,455","494,330","238,555","12,585","206,950","9,310","19,500","7,425"
New Mexico's 2nd,NM-02,37.8,1.6,53.7,0.7,4.9,1.2,42.4,1.7,49.4,0.8,4.8,0.9,40.4,1.7,50.7,0.5,5.3,1.3,46.1,1.8,45.2,0.6,5.3,1.0,"698,525","264,190","11,515","375,155","5,040","34,270","8,355","522,635","221,365","9,065","258,075","4,390","24,885","4,860","644,560","260,605","10,975","327,070","3,515","34,270","8,120","473,590","218,220","8,605","214,225","2,945","24,885","4,720"
New Mexico's 3rd,NM-03,38.1,1.4,40.5,1.2,17.3,1.5,42.2,1.4,37.9,1.3,16.1,1.1,39.2,1.4,38.9,0.9,18.0,1.6,43.7,1.4,35.9,0.9,16.9,1.2,"691,535","263,465","9,665","279,925","8,160","119,700","10,615","521,265","219,925","7,070","197,770","6,595","84,140","5,770","663,825","260,400","9,325","258,040","5,805","119,690","10,555","496,320","216,995","6,775","178,255","4,445","84,125","5,725"
New York's 1st,NY-01,76.0,4.8,13.9,4.0,0.2,1.1,78.6,4.5,11.9,4.1,0.2,0.7,79.5,4.8,11.5,2.9,0.2,1.1,82.9,4.5,8.8,2.8,0.2,0.8,"722,040","549,040","34,490","100,110","29,205","1,315","7,875","565,535","444,480","25,395","67,435","23,125",950,"4,150","679,190","539,900","32,535","77,825","19,915","1,295","7,725","525,330","435,735","23,625","46,200","14,840",925,"4,000"
New York's 2nd,NY-02,63.4,9.5,22.6,3.2,0.1,1.2,66.1,9.2,20.5,3.1,0.1,0.9,68.4,9.6,17.9,2.7,0.1,1.3,72.5,9.2,14.6,2.6,0.1,1.0,"720,950","457,380","68,575","162,890","22,745",865,"8,485","557,810","368,885","51,225","114,505","17,570",595,"5,035","657,910","450,165","63,095","117,620","17,960",850,"8,230","499,445","361,915","46,080","72,865","13,230",580,"4,775"
New York's 3rd,NY-03,69.9,3.0,10.8,14.9,0.1,1.3,71.9,3.0,9.6,14.6,0.1,0.8,73.9,3.0,9.0,12.7,0.1,1.3,76.8,2.9,7.3,12.1,0.1,0.8,"724,565","506,435","21,780","78,435","107,745",730,"9,435","567,410","408,095","16,975","54,245","82,690",625,"4,775","672,660","496,775","20,045","60,820","85,450",725,"8,850","519,775","398,990","15,325","37,895","62,660",620,"4,285"
New York's 4th,NY-04,57.9,14.2,20.0,6.6,0.1,1.2,60.3,14.1,18.1,6.5,0.1,0.9,62.9,14.4,15.5,5.8,0.1,1.2,66.6,14.4,12.4,5.6,0.1,0.9,"722,015","418,325","102,580","144,240","47,410",935,"8,535","560,910","338,000","79,150","101,770","36,485",655,"4,845","654,400","411,595","94,310","101,345","38,150",870,"8,125","497,595","331,460","71,560","61,465","28,020",595,"4,500"
New York's 5th,NY-05,11.8,50.1,19.5,16.2,0.4,1.9,12.3,50.7,18.4,16.3,0.4,1.8,13.3,52.0,18.1,14.1,0.5,2.0,14.3,53.2,16.3,13.9,0.4,1.8,"774,750","91,610","388,465","150,840","125,380","3,450","15,005","596,805","73,680","302,850","109,625","97,320","2,460","10,865","653,825","87,075","340,060","118,515","92,375","3,055","12,750","486,265","69,355","258,710","79,425","67,815","2,085","8,885"
New York's 6th,NY-06,35.6,3.6,19.2,39.7,0.2,1.8,36.5,3.7,18.2,40.1,0.2,1.3,41.8,4.1,19.3,32.6,0.2,2.0,44.5,4.4,17.9,31.7,0.2,1.4,"730,535","259,805","26,395","140,425","289,710","1,305","12,900","593,745","216,955","21,895","108,285","238,015",950,"7,650","575,660","240,605","23,850","110,860","187,470","1,280","11,585","447,440","198,925","19,465","80,000","141,690",925,"6,430"
New York's 7th,NY-07,29.7,8.0,41.8,18.8,0.1,1.5,29.9,8.3,40.4,20.1,0.1,1.1,33.9,9.2,39.7,15.4,0.1,1.7,35.4,9.9,37.2,16.1,0.2,1.3,"748,295","222,455","60,140","312,855","140,835",885,"11,125","574,150","171,890","47,875","231,855","115,405",775,"6,350","598,300","203,055","54,965","237,550","91,990",760,"9,985","433,645","153,645","43,035","161,230","69,655",655,"5,425"
New York's 8th,NY-08,23.1,52.3,17.5,5.5,0.2,1.4,25.4,51.5,16.1,5.6,0.2,1.2,24.1,53.2,16.7,4.4,0.2,1.4,26.9,52.5,15.0,4.3,0.2,1.2,"753,060","174,120","393,930","131,880","41,065","1,195","10,865","587,240","149,145","302,475","94,560","32,955","1,010","7,095","664,565","160,135","353,600","111,265","28,930","1,100","9,540","505,915","136,005","265,495","75,740","21,840",915,"5,915"
New York's 9th,NY-09,31.3,48.4,11.5,6.9,0.1,1.7,31.8,48.9,10.9,6.9,0.1,1.3,34.0,47.3,10.8,6.0,0.2,1.7,35.2,47.7,9.8,5.8,0.2,1.2,"742,130","232,535","358,980","85,710","51,205","1,105","12,600","572,335","182,000","280,090","62,635","39,605",745,"7,255","627,210","213,495","296,785","67,975","37,370","1,095","10,490","468,060","164,915","223,405","46,095","27,315",740,"5,590"
New York's 10th,NY-10,63.8,3.5,12.5,18.3,0.2,1.8,63.7,3.8,12.2,18.8,0.1,1.3,68.3,3.7,11.3,14.7,0.2,1.8,69.0,4.2,10.7,14.7,0.2,1.3,"731,075","466,675","25,450","91,325","133,615","1,185","12,820","588,405","374,845","22,535","71,925","110,695",880,"7,525","618,050","421,935","23,110","69,800","90,960","1,160","11,090","482,850","333,055","20,270","51,480","70,990",860,"6,205"
New York's 11th,NY-11,61.8,6.9,16.4,13.3,0.1,1.4,64.1,6.6,14.7,13.5,0.1,1.0,64.8,7.0,15.2,11.4,0.1,1.4,68.1,6.7,12.9,11.2,0.1,1.0,"729,160","450,420","50,220","119,880","97,340",980,"10,320","567,865","364,185","37,210","83,225","76,825",700,"5,720","653,305","423,205","45,900","99,585","74,765",965,"8,885","497,800","339,060","33,180","64,150","55,980",690,"4,740"
New York's 12th,NY-12,65.7,4.4,13.7,13.8,0.2,2.3,67.2,4.3,12.8,13.9,0.1,1.6,69.1,4.7,13.0,10.6,0.2,2.4,71.1,4.6,11.9,10.5,0.1,1.7,"725,975","477,280","32,085","99,170","99,830","1,255","16,350","641,450","431,230","27,845","81,785","89,340",795,"10,460","624,705","431,835","29,150","81,225","66,265","1,235","14,995","545,325","387,820","25,005","65,030","57,340",770,"9,355"
New York's 13th,NY-13,13.8,25.3,54.5,4.8,0.1,1.6,15.4,25.6,52.3,5.2,0.1,1.3,15.1,28.4,50.8,3.7,0.1,1.8,17.4,29.4,47.5,4.0,0.2,1.6,"768,090","106,005","194,345","418,265","36,595",935,"11,940","606,505","93,575","155,170","317,310","31,680",860,"7,910","620,380","93,730","176,490","315,310","22,820",860,"11,170","470,505","82,080","138,225","223,460","18,600",830,"7,320"
New York's 14th,NY-14,23.0,9.7,49.1,16.9,0.2,1.2,25.1,10.0,46.5,17.2,0.2,1.0,27.5,11.5,45.0,14.6,0.2,1.3,31.8,12.4,39.9,14.6,0.2,1.1,"722,310","165,800","70,030","354,745","122,220","1,165","8,355","574,055","144,365","57,570","266,680","98,785","1,070","5,585","540,950","148,715","62,010","243,190","79,070","1,045","6,925","402,855","128,060","50,035","160,855","58,645",975,"4,280"
New York's 15th,NY-15,2.5,28.5,66.1,2.0,0.3,0.7,2.9,28.5,65.6,2.1,0.3,0.6,2.8,30.9,63.4,1.7,0.3,0.8,3.5,31.7,61.9,1.8,0.3,0.7,"747,880","18,680","212,935","494,285","14,600","2,385","5,000","534,685","15,505","152,300","350,795","11,400","1,520","3,170","590,245","16,685","182,480","374,385","10,000","1,995","4,695","392,885","13,730","124,430","243,390","7,205","1,265","2,865"
New York's 16th,NY-16,37.5,31.3,24.5,5.2,0.2,1.4,39.2,31.5,22.7,5.4,0.2,1.0,40.3,31.1,22.6,4.3,0.2,1.5,43.1,31.2,20.0,4.4,0.2,1.0,"738,785","276,715","231,115","181,045","38,195","1,365","10,345","571,545","224,190","179,975","129,910","30,740","1,040","5,685","645,505","259,925","200,640","146,180","27,830","1,305","9,615","485,670","209,160","151,615","97,320","21,565",980,"5,025"
New York's 17th,NY-17,60.7,10.0,21.7,5.9,0.1,1.5,61.8,10.3,20.3,6.4,0.1,1.0,66.9,9.9,16.5,4.9,0.1,1.6,69.8,10.3,13.4,5.2,0.1,1.1,"738,465","448,595","73,915","160,480","43,670",990,"10,815","555,630","343,560","57,340","113,010","35,500",705,"5,520","652,005","436,465","64,660","107,760","31,805",895,"10,415","475,730","332,175","49,060","63,975","24,735",615,"5,165"
New York's 18th,NY-18,69.9,8.8,16.0,3.1,0.2,2.0,72.2,8.8,14.3,3.2,0.2,1.3,72.4,8.7,14.2,2.5,0.2,2.0,75.5,8.7,11.9,2.4,0.2,1.3,"721,185","504,000","63,255","115,645","22,690","1,480","14,115","549,275","396,665","48,070","78,670","17,585","1,200","7,075","686,265","496,785","59,500","97,555","17,160","1,455","13,810","516,510","389,720","44,740","61,500","12,595","1,175","6,785"
New York's 19th,NY-19,85.4,4.1,7.0,1.6,0.1,1.8,87.0,4.1,6.0,1.6,0.1,1.2,86.9,3.8,6.1,1.2,0.1,1.8,88.8,3.8,5.0,1.1,0.1,1.2,"707,055","603,590","28,770","49,685","11,545",635,"12,820","571,410","496,945","23,355","34,490","9,075",555,"6,990","687,730","597,710","26,355","42,135","8,230",635,"12,660","553,430","491,215","21,150","27,620","6,040",555,"6,855"
New York's 20th,NY-20,77.6,8.8,6.0,4.9,0.1,2.5,80.6,8.2,5.0,4.7,0.1,1.4,79.7,8.8,5.7,3.2,0.1,2.5,82.9,8.2,4.6,2.7,0.1,1.4,"725,335","563,025","63,890","43,735","35,805","1,040","17,840","579,070","466,450","47,700","28,870","26,930",810,"8,305","699,020","557,055","61,195","40,045","22,360",955,"17,415","555,755","460,900","45,505","25,575","15,155",725,"7,900"
New York's 21st,NY-21,90.5,2.9,3.3,1.0,0.8,1.5,91.1,3.2,3.0,1.0,0.8,1.0,91.2,2.8,3.0,0.7,0.8,1.5,91.9,3.1,2.7,0.6,0.8,1.0,"715,390","647,455","20,970","23,300","7,290","5,780","10,600","566,010","515,380","17,955","16,815","5,785","4,280","5,795","704,000","641,970","19,940","21,160","4,885","5,630","10,415","555,510","510,250","17,010","14,780","3,585","4,215","5,675"
New York's 22nd,NY-22,88.1,3.7,3.5,2.7,0.2,1.8,89.8,3.5,2.9,2.6,0.2,1.1,89.5,3.6,3.4,1.6,0.2,1.8,91.3,3.3,2.7,1.4,0.2,1.0,"708,360","623,955","26,070","25,070","19,115","1,415","12,740","560,880","503,655","19,360","16,325","14,365","1,260","5,925","691,840","619,090","24,645","23,425","10,945","1,395","12,335","546,920","499,165","18,145","14,770","7,915","1,240","5,680"
New York's 23rd,NY-23,88.9,2.7,3.7,2.4,0.5,1.8,89.9,2.8,3.2,2.5,0.5,1.1,90.2,2.7,3.5,1.2,0.5,1.8,91.6,2.8,2.9,1.2,0.5,1.1,"709,935","630,935","19,250","26,190","16,935","3,850","12,780","564,060","507,365","15,745","17,800","14,225","2,725","6,205","694,140","626,385","18,600","24,200","8,535","3,815","12,605","549,390","503,130","15,140","16,045","6,355","2,705","6,025"
New York's 24th,NY-24,82.5,8.0,4.2,2.7,0.4,2.3,85.0,7.2,3.4,2.5,0.5,1.4,84.1,7.8,3.9,1.5,0.4,2.3,86.8,7.0,3.1,1.3,0.5,1.3,"713,915","588,765","56,985","29,685","19,075","2,950","16,455","559,400","475,650","40,375","19,085","14,155","2,550","7,580","694,615","583,915","54,180","27,070","10,755","2,890","15,810","542,710","471,100","38,245","16,620","7,100","2,490","7,160"
New York's 25th,NY-25,70.7,15.0,8.3,3.7,0.2,2.0,74.5,13.5,6.8,3.7,0.2,1.3,72.4,15.0,8.1,2.3,0.2,2.0,76.4,13.5,6.5,2.1,0.2,1.3,"722,210","510,880","108,540","60,070","27,000","1,475","14,250","567,360","422,405","76,815","38,810","20,890","1,165","7,270","694,650","502,810","104,345","56,285","16,010","1,420","13,775","543,400","415,165","73,435","35,375","11,430","1,115","6,875"
New York's 26th,NY-26,69.8,17.8,6.1,3.9,0.4,2.0,73.5,16.3,4.8,3.7,0.3,1.2,71.6,17.9,6.0,2.0,0.4,2.0,75.5,16.5,4.7,1.7,0.3,1.2,"714,790","499,190","127,470","43,310","28,165","2,560","14,090","567,115","417,080","92,685","27,415","21,000","1,880","7,050","686,395","491,740","123,075","41,335","14,010","2,510","13,720","543,660","410,535","89,450","25,685","9,425","1,830","6,735"
New York's 27th,NY-27,92.0,2.4,2.6,1.1,0.7,1.2,92.8,2.5,2.2,1.1,0.6,0.7,92.6,2.4,2.3,0.9,0.6,1.2,93.6,2.5,1.9,0.8,0.6,0.7,"719,190","661,450","17,440","18,650","8,030","4,700","8,920","570,390","529,580","14,465","12,585","6,015","3,545","4,195","709,535","656,935","16,690","16,400","6,150","4,595","8,775","561,485","525,340","13,760","10,510","4,345","3,440","4,085"
North Carolina's 1st,NC-01,42.4,44.5,8.4,1.9,0.7,2.1,45.6,43.7,6.6,2.1,0.7,1.4,44.1,46.6,5.1,1.3,0.7,2.1,47.8,46.1,2.6,1.3,0.7,1.4,"745,645","315,940","331,780","62,830","14,495","5,170","15,420","583,220","265,845","254,795","38,360","12,045","4,145","8,030","707,355","312,065","329,685","36,380","8,920","5,135","15,165","548,240","262,120","252,765","14,370","7,105","4,110","7,770"
North Carolina's 2nd,NC-02,66.9,19.4,9.3,1.8,0.4,2.1,69.3,19.7,7.4,1.8,0.5,1.3,69.2,20.1,6.7,1.5,0.4,2.2,72.2,20.5,4.1,1.4,0.5,1.3,"791,510","529,740","153,940","73,775","14,190","3,120","16,740","580,150","401,970","114,360","43,210","10,495","2,640","7,480","758,085","524,375","152,065","50,935","11,185","3,075","16,445","550,380","397,355","112,650","22,650","7,905","2,610","7,215"
North Carolina's 3rd,NC-03,67.9,20.3,7.5,1.5,0.4,2.5,70.4,20.0,6.2,1.5,0.4,1.5,69.3,20.8,6.0,1.0,0.4,2.6,72.2,20.6,4.3,1.0,0.4,1.6,"749,070","508,250","151,840","56,115","11,195","2,795","18,880","581,295","408,985","116,250","35,950","8,885","2,320","8,905","729,465","505,710","151,425","43,640","7,180","2,795","18,715","563,255","406,595","115,885","24,065","5,640","2,320","8,750"
North Carolina's 4th,NC-04,56.9,22.2,10.2,8.1,0.3,2.1,60.5,21.4,8.4,7.9,0.3,1.5,61.3,23.9,6.6,5.5,0.4,2.3,66.0,23.3,3.9,4.9,0.4,1.6,"806,435","459,050","179,335","82,370","65,615","2,740","17,335","624,115","377,570","133,625","52,455","49,190","1,995","9,290","731,965","448,620","174,730","48,440","40,570","2,740","16,865","557,555","367,885","129,765","21,745","27,280","1,995","8,890"
North Carolina's 5th,NC-05,73.4,14.4,9.3,1.4,0.2,1.3,76.8,13.9,6.8,1.4,0.3,0.9,76.2,14.9,6.2,1.0,0.2,1.4,80.3,14.4,3.1,0.9,0.3,0.9,"745,705","547,110","107,500","69,115","10,440","1,750","9,790","583,695","448,180","81,075","39,900","7,960","1,525","5,050","713,940","544,360","106,440","44,485","7,175","1,745","9,730","554,570","445,480","80,075","17,365","5,115","1,520","5,005"
North Carolina's 6th,NC-06,66.7,19.9,9.7,1.6,0.4,1.8,70.0,19.7,7.4,1.5,0.4,1.1,69.7,20.6,6.3,1.2,0.4,1.8,73.8,20.6,3.1,1.0,0.4,1.1,"754,900","503,375","150,335","73,055","12,045","2,725","13,365","581,385","406,920","114,300","43,030","8,665","2,120","6,350","717,700","500,055","148,170","45,205","8,360","2,725","13,180","547,625","403,930","112,625","17,180","5,605","2,120","6,165"
North Carolina's 7th,NC-07,67.9,19.4,9.2,0.9,0.7,1.8,71.2,19.1,7.0,0.9,0.7,1.1,70.7,20.2,5.8,0.6,0.7,1.9,74.7,20.0,2.8,0.6,0.7,1.2,"768,410","521,975","148,955","70,785","7,060","5,435","14,200","602,865","429,355","114,930","41,955","5,595","4,215","6,810","733,585","518,695","147,965","42,840","4,645","5,435","14,010","570,785","426,220","114,080","16,200","3,430","4,215","6,640"
