District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Louisiana's 5th,LA-05,59.8,35.3,2.5,0.7,0.4,1.3,61.8,33.9,2.2,0.7,0.4,1.0,60.3,35.6,1.9,0.5,0.4,1.3,62.4,34.2,1.5,0.5,0.4,1.0,"744,070","445,275","262,485","18,290","5,475","2,685","9,860","568,205","351,300","192,370","12,715","4,250","2,155","5,415","736,250","444,175","261,895","13,860","3,915","2,620","9,785","561,020","350,295","191,795","8,670","2,835","2,090","5,335"
Louisiana's 6th,LA-06,67.0,24.0,4.6,2.2,0.4,1.9,69.5,22.7,3.9,2.3,0.4,1.1,68.4,24.5,3.2,1.6,0.4,1.9,71.2,23.3,2.4,1.6,0.5,1.1,"790,810","529,575","189,810","36,040","17,485","3,160","14,740","603,285","419,040","137,130","23,710","14,035","2,635","6,735","769,395","526,600","188,560","24,515","12,145","3,160","14,415","584,465","416,385","136,075","13,810","9,085","2,635","6,475"
Maine's 1st,ME-01,92.8,1.7,1.8,1.6,0.3,1.8,93.9,1.3,1.6,1.5,0.3,1.4,93.8,1.2,1.7,1.2,0.3,1.8,94.9,0.9,1.5,1.1,0.3,1.4,"681,865","632,630","11,605","12,475","10,805","2,100","12,250","553,895","519,950","7,455","8,755","8,565","1,665","7,505","669,100","627,500","7,950","11,580","7,930","2,050","12,090","542,900","515,280","4,675","7,975","5,990","1,635","7,345"
Maine's 2nd,ME-02,93.8,0.9,1.5,0.7,0.9,2.2,95.0,0.7,1.2,0.7,0.8,1.5,94.4,0.7,1.4,0.5,0.9,2.2,95.6,0.6,1.1,0.4,0.8,1.5,"653,630","613,310","5,840","9,625","4,675","5,920","14,260","529,100","502,655","3,905","6,325","3,810","4,300","8,105","645,560","609,205","4,425","8,965","2,935","5,885","14,145","521,775","498,650","2,940","5,710","2,175","4,265","8,035"
Maryland's 1st,MD-01,79.5,11.8,4.1,2.3,0.1,2.2,81.6,11.5,3.3,2.2,0.2,1.3,81.0,11.8,3.1,1.7,0.1,2.3,83.4,11.4,2.1,1.6,0.2,1.3,"732,770","582,595","86,585","29,730","16,490","1,065","16,305","576,925","470,750","66,215","18,820","12,455",940,"7,745","715,065","579,425","84,025","21,945","12,500","1,055","16,115","561,135","467,805","64,030","11,840","8,950",935,"7,575"
Maryland's 2nd,MD-02,49.0,35.1,7.3,5.4,0.2,2.9,53.0,33.2,6.0,5.6,0.2,1.8,51.4,35.7,5.7,4.0,0.2,3.0,56.0,33.8,4.0,4.0,0.3,1.9,"764,510","374,945","268,420","55,750","41,260","1,755","22,380","587,645","311,500","195,230","35,545","33,105","1,415","10,850","720,040","369,945","256,935","40,885","28,685","1,720","21,870","548,090","307,085","185,275","22,025","21,895","1,375","10,435"
Maryland's 3rd,MD-03,58.2,22.1,9.2,7.4,0.2,2.9,61.5,21.2,7.6,7.6,0.2,1.9,61.6,22.1,7.2,5.9,0.2,3.0,65.6,21.2,5.2,5.8,0.3,1.9,"757,060","440,920","167,240","69,460","55,905","1,650","21,885","594,860","365,945","126,110","45,170","44,960","1,430","11,245","704,160","433,785","155,505","50,360","41,875","1,635","21,000","547,315","359,280","115,800","28,300","32,005","1,420","10,510"
Maryland's 4th,MD-04,25.8,51.8,16.8,3.1,0.1,2.2,26.8,53.6,14.4,3.4,0.2,1.7,28.7,55.2,10.8,2.7,0.2,2.4,30.5,58.0,6.6,2.8,0.2,1.8,"752,245","194,305","390,015","126,505","23,660","1,055","16,705","575,310","154,270","308,520","82,680","19,325",935,"9,580","666,100","191,250","367,785","71,890","17,925","1,055","16,195","497,800","151,875","288,770","32,985","14,085",935,"9,150"
Maryland's 5th,MD-05,44.5,38.2,9.3,4.1,0.3,3.6,46.4,38.5,7.8,4.5,0.3,2.5,46.7,39.2,6.9,3.2,0.3,3.7,49.1,39.7,4.7,3.4,0.3,2.6,"762,365","339,005","291,155","71,150","31,430","2,475","27,150","592,230","274,610","228,135","45,950","26,525","1,915","15,095","718,145","335,345","281,400","49,520","23,135","2,465","26,280","552,180","271,340","219,485","26,170","18,765","1,905","14,515"
Maryland's 6th,MD-06,58.0,13.5,14.1,11.4,0.2,2.9,61.0,13.0,12.5,11.6,0.2,1.8,62.8,13.5,10.7,9.7,0.2,3.1,67.2,13.0,8.3,9.4,0.2,1.9,"768,925","445,770","103,655","108,405","87,590","1,355","22,150","591,485","361,000","76,810","73,835","68,415","1,025","10,400","697,325","438,175","94,280","74,625","67,410","1,255","21,580","526,960","354,075","68,755","43,520","49,745",965,"9,900"
Maryland's 7th,MD-07,33.3,52.5,3.9,7.7,0.3,2.3,35.2,52.1,3.3,7.4,0.3,1.7,34.4,54.0,3.0,5.9,0.3,2.4,36.6,53.7,2.4,5.3,0.3,1.8,"718,525","239,345","377,370","27,710","55,500","1,830","16,770","566,965","199,345","295,375","18,880","42,130","1,480","9,755","680,880","234,270","367,645","20,590","40,110","1,810","16,455","532,895","194,805","286,415","12,630","28,125","1,470","9,450"
Maryland's 8th,MD-08,59.8,12.3,15.4,9.4,0.2,2.9,62.0,12.4,13.6,10.0,0.2,1.8,65.3,11.6,11.7,8.0,0.2,3.1,68.9,11.7,8.8,8.4,0.2,2.0,"762,455","456,275","93,450","117,770","72,015","1,150","21,795","591,770","367,010","73,230","80,340","59,440",890,"10,860","675,530","441,420","78,580","79,295","53,990","1,080","21,165","514,590","354,685","60,100","45,100","43,470",865,"10,370"
Massachusetts' 1st,MA-01,71.9,5.7,18.3,2.1,0.1,1.8,75.8,5.5,15.3,2.2,0.1,1.2,72.9,5.4,18.1,1.6,0.1,1.8,77.0,5.1,15.0,1.5,0.1,1.2,"728,715","523,835","41,555","133,530","15,640","1,010","13,145","580,060","439,475","31,630","88,620","12,560",795,"6,980","707,800","515,835","38,190","128,420","11,550","1,010","12,795","560,920","432,090","28,630","84,040","8,650",790,"6,720"
Massachusetts' 2nd,MA-02,77.2,4.9,9.9,5.7,0.2,2.0,79.8,4.5,8.5,5.7,0.2,1.3,80.1,4.3,9.4,4.0,0.2,2.0,83.2,3.8,7.9,3.7,0.2,1.3,"748,720","577,970","36,925","74,085","42,970","1,500","15,270","600,760","479,330","27,005","51,235","34,085","1,165","7,940","705,550","565,090","30,095","66,385","28,225","1,470","14,285","561,685","467,160","21,165","44,255","20,775","1,135","7,195"
Massachusetts' 3rd,MA-03,67.2,3.1,19.6,8.3,0.1,1.7,70.3,3.1,17.3,8.0,0.1,1.1,71.1,2.7,17.4,6.8,0.2,1.8,75.1,2.7,14.7,6.2,0.1,1.1,"766,235","514,535","23,825","150,425","63,550","1,055","12,845","594,625","418,100","18,550","102,750","47,815",760,"6,650","701,520","499,120","19,250","122,115","47,630","1,055","12,350","537,785","404,010","14,375","79,210","33,270",760,"6,160"
Massachusetts' 4th,MA-04,83.1,3.1,5.1,6.6,0.1,2.0,84.9,2.8,4.4,6.4,0.0,1.3,85.4,2.9,4.6,5.0,0.1,2.0,87.7,2.6,3.8,4.5,0.0,1.3,"757,675","629,580","23,705","38,465","50,165",400,"15,360","590,310","501,385","16,695","26,235","37,955",270,"7,770","716,835","612,430","21,070","32,825","35,605",360,"14,545","554,865","486,830","14,490","21,095","25,025",255,"7,170"
Massachusetts' 5th,MA-05,71.0,5.2,9.2,12.2,0.1,2.3,73.0,4.9,8.2,12.2,0.1,1.5,76.2,4.8,7.8,8.6,0.1,2.4,79.5,4.3,6.5,8.0,0.1,1.6,"768,210","545,550","40,205","70,645","93,480",700,"17,630","616,845","450,475","30,070","50,715","75,435",645,"9,505","672,385","512,585","32,260","52,520","58,055",575,"16,390","529,045","420,755","22,795","34,170","42,475",520,"8,330"
Massachusetts' 6th,MA-06,80.7,3.3,9.8,4.4,0.1,1.7,83.3,3.0,8.2,4.4,0.1,1.0,84.1,2.9,7.8,3.3,0.1,1.7,87.2,2.5,6.0,3.1,0.1,1.0,"770,015","621,625","25,585","75,115","34,015",815,"12,860","611,625","509,440","18,645","49,925","26,775",615,"6,225","723,490","608,625","20,990","56,760","23,980",780,"12,355","570,295","497,465","14,450","34,070","17,890",595,"5,825"
Massachusetts' 7th,MA-07,40.7,23.7,22.5,10.6,0.2,2.3,44.7,22.4,19.7,11.3,0.2,1.8,45.3,24.7,19.4,7.9,0.2,2.4,50.8,23.2,15.6,8.2,0.2,1.9,"802,775","326,800","190,575","180,465","85,310","1,545","18,080","666,765","297,835","149,165","131,425","75,125","1,345","11,870","664,365","301,195","163,950","128,730","52,775","1,495","16,220","537,955","273,500","125,050","83,830","44,075","1,300","10,200"
Massachusetts' 8th,MA-08,73.1,10.8,5.9,8.4,0.2,1.7,75.3,9.8,5.3,8.3,0.2,1.2,76.5,9.9,5.4,6.2,0.2,1.8,79.4,8.7,4.7,5.9,0.2,1.2,"767,105","560,550","82,655","44,920","64,235","1,545","13,200","618,690","465,595","60,365","32,625","51,525","1,115","7,465","710,305","543,160","70,225","38,560","44,255","1,490","12,615","566,435","449,695","49,135","26,475","33,175","1,060","6,895"
Massachusetts' 9th,MA-09,87.6,3.2,5.6,1.5,0.2,1.9,89.7,3.0,4.3,1.4,0.3,1.3,88.9,2.7,5.0,1.2,0.3,1.9,91.2,2.5,3.6,1.1,0.3,1.3,"741,095","649,190","23,610","41,530","10,865","1,815","14,085","599,615","538,055","18,045","25,765","8,190","1,530","8,030","712,440","633,175","19,540","35,580","8,625","1,795","13,725","573,550","522,930","14,525","20,655","6,220","1,510","7,710"
Michigan's 1st,MI-01,90.9,1.4,2.0,0.7,2.4,2.5,92.0,1.6,1.6,0.7,2.2,1.9,91.4,1.4,1.8,0.5,2.4,2.5,92.6,1.5,1.3,0.4,2.2,1.9,"698,035","634,650","9,975","14,020","5,145","16,710","17,535","568,925","523,135","9,150","9,030","4,215","12,695","10,700","691,390","632,255","9,475","12,430","3,175","16,610","17,445","562,730","520,860","8,695","7,560","2,395","12,595","10,625"
Michigan's 2nd,MI-02,78.7,6.3,9.7,2.3,0.4,2.5,81.8,6.0,7.9,2.4,0.5,1.5,80.8,6.3,8.2,1.6,0.5,2.6,84.4,5.9,6.0,1.6,0.5,1.6,"739,220","581,745","46,905","71,765","16,875","3,270","18,660","563,955","461,065","33,695","44,360","13,415","2,745","8,675","716,285","578,785","44,995","59,090","11,580","3,270","18,565","542,910","458,325","32,125","32,355","8,750","2,745","8,610"
Michigan's 3rd,MI-03,79.2,8.1,7.5,2.2,0.3,2.8,82.1,7.7,6.0,2.2,0.3,1.8,81.4,8.0,6.0,1.4,0.3,2.9,84.8,7.7,4.1,1.3,0.3,1.8,"742,930","588,350","59,860","55,730","16,115","1,880","20,995","566,030","464,815","43,570","33,965","12,245","1,480","9,955","717,735","584,400","57,635","43,140","10,075","1,880","20,605","543,620","461,250","41,780","22,180","7,210","1,480","9,720"
Michigan's 4th,MI-04,91.4,1.8,3.3,1.0,0.7,1.8,92.3,2.0,2.8,1.0,0.6,1.3,91.9,1.8,3.2,0.6,0.7,1.8,93.0,1.9,2.6,0.6,0.6,1.3,"701,505","640,845","12,815","23,065","7,350","4,610","12,820","557,525","514,740","10,915","15,380","5,850","3,580","7,060","694,105","637,965","12,495","21,970","4,370","4,605","12,700","550,930","512,145","10,650","14,435","3,175","3,575","6,950"
Michigan's 5th,MI-05,73.9,17.0,5.0,1.0,0.3,2.8,76.7,16.0,4.2,1.0,0.3,1.8,74.2,17.1,4.8,0.7,0.3,2.8,77.1,16.1,3.9,0.8,0.4,1.7,"676,125","499,795","114,875","33,745","6,430","2,245","19,035","527,255","404,225","84,615","21,915","5,240","1,845","9,415","670,030","497,465","114,430","32,285","5,005","2,245","18,600","521,490","402,005","84,210","20,470","3,940","1,845","9,020"
Michigan's 6th,MI-06,80.6,8.1,6.2,1.6,0.3,3.1,83.3,7.6,4.9,1.7,0.3,2.1,82.3,8.0,5.2,1.0,0.3,3.2,85.4,7.5,3.6,1.0,0.3,2.1,"717,925","578,690","58,200","44,720","11,630","2,325","22,360","555,990","463,295","42,415","27,425","9,670","1,720","11,465","698,205","574,345","56,135","36,150","7,170","2,295","22,110","538,080","459,480","40,490","19,570","5,610","1,705","11,225"
Michigan's 7th,MI-07,87.8,4.1,4.5,1.1,0.4,2.2,89.2,4.2,3.8,1.1,0.3,1.4,88.5,4.1,4.1,0.7,0.4,2.2,90.1,4.2,3.3,0.7,0.3,1.4,"705,995","619,545","29,070","31,500","7,645","2,500","15,735","553,030","493,465","23,020","20,845","6,125","1,800","7,775","696,470","616,150","28,475","28,685","5,085","2,460","15,615","544,305","490,325","22,605","18,225","3,700","1,765","7,685"
Michigan's 8th,MI-08,81.8,5.5,5.2,4.8,0.2,2.6,83.6,5.2,4.5,4.8,0.2,1.7,84.2,5.3,4.7,2.9,0.2,2.6,86.3,5.1,3.9,2.7,0.2,1.7,"739,520","604,560","40,460","38,520","35,465","1,530","18,985","580,080","484,750","30,365","25,865","28,030","1,200","9,870","707,880","595,845","37,555","33,540","20,870","1,515","18,555","552,830","476,975","28,435","21,555","15,110","1,185","9,570"
Michigan's 9th,MI-09,76.1,13.8,2.6,4.7,0.3,2.4,78.7,12.5,2.2,4.6,0.3,1.6,76.7,14.3,2.4,3.8,0.3,2.5,79.5,13.0,2.0,3.5,0.3,1.6,"717,780","546,305","99,100","18,450","33,890","2,495","17,540","574,705","452,580","71,980","12,715","26,335","1,885","9,210","687,165","526,730","98,285","16,695","25,855","2,375","17,225","547,825","435,765","71,215","11,100","19,010","1,770","8,965"
Michigan's 10th,MI-10,90.1,2.9,3.3,1.8,0.2,1.8,91.2,2.9,2.7,1.7,0.2,1.2,90.9,3.0,2.8,1.4,0.2,1.8,92.2,3.0,2.2,1.3,0.2,1.2,"718,565","647,560","20,960","23,360","12,625","1,140","12,920","563,700","514,315","16,415","15,410","9,615",990,"6,955","703,135","638,935","20,835","19,845","9,695","1,100","12,725","549,360","506,360","16,290","12,000","6,940",945,"6,825"
Michigan's 11th,MI-11,78.4,5.1,3.4,10.7,0.2,2.2,80.3,5.0,2.9,10.3,0.2,1.4,82.3,5.3,2.8,7.0,0.2,2.3,84.7,5.3,2.2,6.1,0.2,1.4,"730,595","572,440","37,035","24,960","78,280","1,470","16,410","572,920","459,820","28,880","16,435","58,850","1,105","7,830","680,985","560,335","36,425","19,375","47,590","1,460","15,800","530,025","449,025","28,350","11,825","32,295","1,095","7,435"
Michigan's 12th,MI-12,74.5,10.8,6.0,5.6,0.2,2.9,76.2,10.2,5.2,6.0,0.2,2.1,76.5,11.1,5.6,3.6,0.2,2.9,78.8,10.6,4.7,3.6,0.2,2.1,"710,375","529,095","76,480","42,425","40,035","1,450","20,890","561,420","427,730","57,300","29,335","33,920","1,260","11,875","671,415","513,895","74,755","37,335","24,315","1,415","19,700","525,830","414,140","55,795","24,590","19,075","1,225","11,005"
Michigan's 13th,MI-13,34.0,54.5,7.7,1.5,0.4,2.0,36.4,53.8,6.3,1.6,0.4,1.5,34.1,56.5,6.2,0.8,0.4,2.0,36.8,56.2,4.3,0.9,0.4,1.5,"675,500","229,360","368,060","52,330","9,935","2,485","13,330","509,235","185,130","274,095","31,960","8,365","1,885","7,800","647,445","220,875","365,730","40,115","5,370","2,390","12,965","483,875","177,915","271,985","20,570","4,130","1,795","7,480"
Michigan's 14th,MI-14,31.2,56.3,4.7,5.1,0.2,2.4,33.2,55.5,4.0,5.2,0.3,1.8,31.3,58.9,3.9,3.2,0.3,2.5,33.5,58.5,2.9,3.0,0.3,1.9,"691,180","215,840","388,980","32,755","35,440","1,695","16,470","532,615","176,855","295,435","21,340","27,720","1,455","9,810","656,845","205,855","386,990","25,525","20,730","1,650","16,095","502,110","168,140","293,540","14,615","14,945","1,410","9,460"
Minnesota's 1st,MN-01,85.4,3.3,6.5,2.9,0.3,1.6,88.1,2.8,5.2,2.8,0.3,0.9,88.5,2.7,4.9,1.9,0.3,1.7,91.8,2.2,3.2,1.7,0.3,0.9,"675,190","576,325","22,455","44,150","19,435","1,710","11,115","519,175","457,225","14,605","26,780","14,470","1,320","4,775","647,805","573,355","17,650","32,010","12,360","1,700","10,730","495,550","454,750","10,940","15,650","8,365","1,310","4,535"
Minnesota's 2nd,MN-02,81.0,5.0,6.2,4.8,0.3,2.7,83.9,4.3,5.1,4.8,0.4,1.6,83.5,4.5,4.9,4.0,0.4,2.8,87.1,3.7,3.5,3.8,0.4,1.6,"703,970","569,875","34,920","43,715","34,080","2,395","18,985","528,405","443,310","22,650","27,065","25,285","1,850","8,245","677,955","565,860","30,440","33,220","27,340","2,390","18,705","504,965","439,735","18,770","17,425","19,155","1,845","8,035"
Minnesota's 3rd,MN-03,77.0,8.2,4.4,7.6,0.2,2.6,80.7,6.8,3.4,7.4,0.2,1.5,80.6,7.2,3.4,5.8,0.2,2.8,85.1,5.7,2.2,5.3,0.2,1.5,"716,885","551,900","58,660","31,250","54,535","1,580","18,960","546,140","440,685","37,090","18,645","40,355","1,215","8,150","678,075","546,380","49,040","23,305","39,110","1,580","18,660","512,205","435,665","29,145","11,330","26,940","1,215","7,910"
Minnesota's 4th,MN-04,66.6,10.3,6.7,12.6,0.4,3.3,71.8,8.9,5.6,11.1,0.4,2.2,70.6,9.7,5.5,10.3,0.5,3.4,76.5,8.1,4.1,8.6,0.5,2.2,"711,050","473,580","73,450","47,915","89,460","3,165","23,480","543,160","390,040","48,070","30,520","60,330","2,400","11,800","665,405","469,690","64,350","36,845","68,590","3,150","22,780","505,480","386,495","41,100","20,600","43,680","2,385","11,220"
Minnesota's 5th,MN-05,63.1,16.9,9.4,6.1,0.9,3.7,68.8,14.2,7.5,6.1,0.9,2.5,67.5,16.0,6.8,4.8,1.0,3.9,74.4,13.3,4.2,4.4,1.0,2.7,"712,915","449,675","120,355","66,755","43,380","6,490","26,260","565,855","389,500","80,170","42,440","34,350","5,015","14,380","656,755","443,485","105,305","44,435","31,235","6,415","25,880","515,660","383,645","68,800","21,440","22,785","4,940","14,050"
Minnesota's 6th,MN-06,88.6,3.5,3.0,2.6,0.4,2.1,90.6,2.9,2.4,2.5,0.4,1.2,90.0,2.8,2.5,2.2,0.4,2.1,92.3,2.2,1.8,2.1,0.4,1.3,"710,595","629,250","24,660","21,145","18,290","2,640","14,610","529,835","479,780","15,240","12,845","13,420","1,955","6,595","695,155","625,905","19,375","17,145","15,595","2,625","14,510","516,840","477,090","11,280","9,110","10,900","1,940","6,520"
Minnesota's 7th,MN-07,88.2,1.5,4.9,1.0,2.7,1.7,90.8,1.2,3.7,1.0,2.3,1.0,89.7,1.2,3.9,0.7,2.8,1.7,92.5,0.9,2.6,0.6,2.4,1.1,"666,100","587,560","9,930","32,350","6,645","18,300","11,315","508,660","461,945","6,070","18,660","4,890","11,790","5,305","652,610","585,195","7,815","25,740","4,320","18,300","11,240","497,270","460,035","4,600","12,700","2,895","11,785","5,255"
Minnesota's 8th,MN-08,91.6,1.1,1.8,0.8,2.4,2.2,93.1,1.0,1.5,0.8,2.1,1.5,92.0,1.0,1.7,0.6,2.4,2.2,93.5,1.0,1.3,0.6,2.1,1.5,"666,670","610,730","7,040","12,280","5,320","16,310","14,990","526,325","490,000","5,365","7,745","4,060","11,030","8,125","661,560","608,440","6,625","11,190","4,265","16,160","14,880","521,720","487,945","4,980","6,745","3,110","10,900","8,040"
Mississippi's 1st,MS-01,66.5,27.8,3.3,0.8,0.2,1.3,68.6,27.0,2.7,0.8,0.2,0.7,67.2,28.1,2.5,0.6,0.2,1.3,69.4,27.4,1.8,0.5,0.2,0.7,"762,560","507,225","211,885","25,520","6,390","1,385","10,155","580,855","398,195","156,610","15,900","4,930","1,110","4,110","752,060","505,705","211,475","19,140","4,270","1,385","10,085","571,305","396,765","156,260","10,035","3,090","1,110","4,045"
Mississippi's 2nd,MS-02,30.3,66.0,2.2,0.5,0.3,0.6,32.9,63.9,1.9,0.6,0.3,0.5,30.5,66.7,1.6,0.4,0.3,0.6,33.1,64.6,1.2,0.4,0.3,0.4,"703,570","213,270","464,665","15,160","3,840","2,245","4,390","528,785","173,880","337,795","9,935","3,120","1,665","2,390","696,235","212,015","464,295","10,965","2,460","2,245","4,255","522,300","172,775","337,480","6,230","1,895","1,665","2,255"
Mississippi's 3rd,MS-03,59.3,35.5,2.4,1.1,1.0,0.8,61.2,34.3,2.1,1.1,0.8,0.5,60.0,36.0,1.5,0.7,1.0,0.8,62.0,34.9,1.1,0.7,0.8,0.5,"748,575","443,630","265,860","17,695","8,230","7,360","5,800","574,160","351,175","196,740","11,845","6,480","4,805","3,115","736,255","441,460","265,350","10,915","5,445","7,295","5,790","562,945","349,100","196,230","5,930","3,840","4,750","3,095"
Mississippi's 4th,MS-04,68.6,23.5,4.3,1.5,0.3,1.8,70.9,22.3,3.6,1.6,0.3,1.2,69.5,23.7,3.5,1.2,0.3,1.8,72.0,22.6,2.7,1.2,0.3,1.2,"769,710","528,045","180,655","32,825","11,830","2,355","14,000","587,120","416,290","130,815","21,390","9,485","1,935","7,205","757,290","526,240","179,760","26,275","8,790","2,355","13,870","575,775","414,610","129,995","15,485","6,675","1,935","7,075"
Missouri's 1st,MO-01,40.7,49.6,3.6,3.4,0.2,2.6,44.7,46.6,3.1,3.6,0.2,1.8,41.6,51.0,2.8,1.9,0.2,2.6,46.0,47.9,2.1,1.9,0.2,1.8,"727,400","295,770","361,095","26,120","24,465","1,275","18,675","568,325","253,975","264,585","17,890","20,390","1,110","10,375","699,855","290,800","356,635","19,435","13,580","1,275","18,130","543,755","249,905","260,680","11,620","10,475","1,110","9,965"
Missouri's 2nd,MO-02,86.8,3.9,2.8,4.6,0.1,1.8,88.2,3.9,2.2,4.5,0.1,1.1,88.4,3.9,2.4,3.2,0.1,1.9,90.1,3.9,1.7,3.0,0.1,1.1,"764,015","662,845","29,745","21,245","35,320",935,"13,925","599,735","528,940","23,425","13,120","26,885",785,"6,580","741,490","655,630","29,205","17,930","24,070",935,"13,720","579,810","522,605","22,895","10,035","17,115",785,"6,375"
Missouri's 3rd,MO-03,90.7,3.3,2.6,1.2,0.3,1.9,91.9,3.3,2.2,1.2,0.3,1.2,91.5,3.3,2.2,0.8,0.3,1.9,92.8,3.2,1.7,0.8,0.3,1.2,"788,755","715,270","26,345","20,405","9,575","2,155","15,005","604,895","555,640","19,725","13,025","7,290","1,860","7,355","780,030","713,450","25,470","17,495","6,625","2,150","14,840","596,715","553,860","18,950","10,260","4,525","1,855","7,265"
Missouri's 4th,MO-04,86.5,4.6,3.9,1.8,0.5,2.6,87.9,4.6,3.3,1.9,0.5,1.8,87.8,4.5,3.5,1.0,0.6,2.6,89.3,4.5,2.8,1.0,0.6,1.8,"767,360","663,835","35,285","30,190","13,620","4,155","20,275","595,770","523,620","27,470","19,585","11,175","3,275","10,645","752,650","660,520","33,935","26,220","7,895","4,150","19,930","582,650","520,585","26,360","16,050","6,065","3,275","10,315"
Missouri's 5th,MO-05,63.9,21.7,9.1,2.2,0.3,2.8,67.7,20.4,7.5,2.2,0.4,1.9,65.9,22.0,7.4,1.6,0.3,2.9,70.1,20.8,5.3,1.5,0.4,1.9,"768,215","490,825","166,390","70,235","16,665","2,385","21,715","591,595","400,245","120,645","44,340","12,900","2,115","11,350","740,940","488,195","162,710","54,675","11,615","2,385","21,360","567,680","397,910","118,030","30,215","8,355","2,115","11,055"
Missouri's 6th,MO-06,87.5,4.2,4.1,1.5,0.3,2.4,89.0,4.3,3.4,1.5,0.4,1.4,88.4,4.1,3.6,1.1,0.3,2.4,90.1,4.2,2.9,1.0,0.4,1.4,"772,875","676,305","32,375","31,450","11,510","2,630","18,605","589,515","524,690","25,110","20,235","8,960","2,155","8,365","762,220","674,000","31,255","27,790","8,225","2,610","18,340","579,900","522,610","24,085","16,970","5,905","2,135","8,195"
Missouri's 7th,MO-07,88.0,1.9,5.1,1.5,0.9,2.6,89.9,1.8,4.0,1.5,0.9,1.9,89.5,1.8,4.1,1.1,0.9,2.6,91.8,1.7,2.7,1.0,0.9,1.9,"777,375","684,425","14,530","39,860","11,635","6,920","20,005","600,855","540,270","10,950","24,175","8,930","5,330","11,200","762,085","682,415","13,785","30,935","8,190","6,915","19,845","586,675","538,375","10,235","15,865","5,825","5,325","11,050"
Missouri's 8th,MO-08,90.5,4.5,2.1,0.8,0.4,1.7,91.6,4.3,1.6,0.8,0.5,1.2,91.0,4.5,1.8,0.4,0.4,1.7,92.3,4.3,1.3,0.4,0.5,1.2,"738,900","668,540","33,520","15,285","5,845","3,235","12,475","572,595","524,365","24,740","9,230","4,670","2,620","6,970","732,420","666,755","33,320","13,450","3,295","3,235","12,365","566,580","522,770","24,535","7,490","2,305","2,620","6,860"
Montana's At-Large,MT-AL,86.2,0.5,3.8,0.9,6.1,2.6,88.5,0.4,3.1,0.9,5.0,2.0,86.5,0.4,3.6,0.6,6.1,2.6,88.9,0.4,2.9,0.7,5.1,2.0,"1,050,645","905,365","4,765","40,315","9,030","63,755","27,415","822,265","727,350","3,675","25,820","7,655","41,375","16,390","1,040,285","900,315","4,360","37,875","6,760","63,740","27,235","812,545","722,455","3,280","23,705","5,520","41,365","16,220"
Nebraska's 1st,NE-01,81.5,2.8,9.4,2.7,1.1,2.4,84.5,2.8,7.5,2.8,0.9,1.5,84.4,2.7,7.6,1.8,1.2,2.4,88.1,2.5,5.2,1.7,1.0,1.5,"644,890","525,675","18,265","60,605","17,565","7,205","15,575","489,525","413,605","13,485","36,775","13,920","4,430","7,310","618,830","522,555","16,410","46,765","11,000","7,205","14,895","466,090","410,855","11,850","24,105","8,045","4,430","6,805"
Nebraska's 2nd,NE-02,72.5,9.5,11.4,3.6,0.4,2.6,76.4,9.0,9.1,3.5,0.4,1.6,76.3,9.5,9.1,2.0,0.4,2.7,81.2,8.9,6.0,1.8,0.4,1.7,"668,405","484,650","63,815","76,045","23,930","2,575","17,390","493,180","376,905","44,365","44,650","17,385","1,780","8,095","631,115","481,685","59,895","57,415","12,640","2,565","16,915","460,855","374,360","41,145","27,675","8,225","1,770","7,680"
Nebraska's 3rd,NE-03,83.8,1.3,11.9,0.8,0.8,1.3,86.7,1.3,9.6,0.9,0.7,0.9,86.6,1.1,9.6,0.6,0.8,1.3,90.1,1.0,6.7,0.6,0.7,0.9,"601,280","503,855","8,090","71,625","5,105","4,690","7,915","457,770","396,855","5,860","43,875","4,150","3,015","4,015","580,435","502,560","6,165","55,740","3,485","4,690","7,795","439,140","395,680","4,360","29,530","2,600","3,015","3,955"
Nevada's 1st,NV-01,29.8,11.4,46.2,9.3,0.5,2.9,34.6,10.9,41.2,10.4,0.6,2.3,35.5,13.3,38.7,8.5,0.6,3.4,43.3,13.2,30.1,9.7,0.7,2.9,"692,355","206,065","78,930","319,735","64,470","3,330","19,825","535,845","185,380","58,375","220,740","55,825","2,975","12,550","560,740","199,275","74,305","217,135","47,570","3,220","19,235","412,680","178,885","54,500","124,250","40,135","2,875","12,035"
